ind,type,regex,randomString
410,dates and time,"^(((((0[1-9])|(1\d)|(2[0-8]))/((0[1-9])|(1[0-2])))|((31/((0[13578])|(1[02])))|((29|30)/((0[1,3-9])|(1[0-2])))))/((20[0-9][0-9]))|((((0[1-9])|(1\d)|(2[0-8]))/((0[1-9])|(1[0-2])))|((31/((0[13578])|(1[02])))|((29|30)/((0[1,3-9])|(1[0-2])))))/((19[0-9][0-9]))|(29/02/20(([02468][048])|([13579][26])))|(29/02/19(([02468][048])|([13579][26]))))$",29/02/1956
411,dates and time,^(((0[1-9]|[12]\d|3[01])\/(0[13578]|1[02])\/(\d{2}))|((0[1-9]|[12]\d|30)\/(0[13456789]|1[012])\/(\d{2}))|((0[1-9]|1\d|2[0-8])\/02\/(\d{2}))|(29\/02\/((0[48]|[2468][048]|[13579][26])|(00))))$,26/10/66
413,dates and time,^((((0[13578])|([13578])|(1[02]))[\/](([1-9])|([0-2][0-9])|(3[01])))|(((0[469])|([469])|(11))[\/](([1-9])|([0-2][0-9])|(30)))|((2|02)[\/](([1-9])|([0-2][0-9]))))[\/]\d{4}$|^\d{4}$,0444
415,dates and time,^(([8]))$|^((([0-7]))$|^((([0-7])).?((25)|(50)|(5)|(75)|(0)|(00))))$,8
416,dates and time,"^(\d{1,2})(\s?(H|h)?)(:([0-5]\d))?$",4:03
417,dates and time,"^(?:(((Jan(uary)?|Ma(r(ch)?|y)|Jul(y)?|Aug(ust)?|Oct(ober)?|Dec(ember)?)\ 31)|((Jan(uary)?|Ma(r(ch)?|y)|Apr(il)?|Ju((ly?)|(ne?))|Aug(ust)?|Oct(ober)?|(Sept|Nov|Dec)(ember)?)\ (0?[1-9]|([12]\d)|30))|(Feb(ruary)?\ (0?[1-9]|1\d|2[0-8]|(29(?=,\ ((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)))))))\,\ ((1[6-9]|[2-9]\d)\d{2}))","Oct 03, 1732"
418,dates and time,^(((0[13578]|10|12)([-./])(0[1-9]|[12][0-9]|3[01])([-./])(\d{4}))|((0[469]|11)([-./])([0][1-9]|[12][0-9]|30)([-./])(\d{4}))|((02)([-./])(0[1-9]|1[0-9]|2[0-8])([-./])(\d{4}))|((02)(\.|-|\/)(29)([-./])([02468][048]00))|((02)([-./])(29)([-./])([13579][26]00))|((02)([-./])(29)([-./])([0-9][0-9][0][48]))|((02)([-./])(29)([-./])([0-9][0-9][2468][048]))|((02)([-./])(29)([-./])([0-9][0-9][13579][26])))$,02.29/3236
419,dates and time,^( [1-9]|[1-9]|0[1-9]|10|11|12)[0-5]\d$,1132
420,dates and time,^(?:(?:(?:0?[13578]|1[02])(\/|-|\.)31)\1|(?:(?:0?[13-9]|1[0-2])(\/|-|\.)(?:29|30)\2))(?:(?:1[6-9]|[2-9]\d)?\d{2})$|^(?:0?2(\/|-|\.)29\3(?:(?:(?:1[6-9]|[2-9]\d)?(?:0[48]|[2468][048]|[13579][26])|(?:(?:16|[2468][048]|[3579][26])00))))$|^(?:(?:0?[1-9])|(?:1[0-2]))(\/|-|\.)(?:0?[1-9]|1\d|2[0-8])\4(?:(?:1[6-9]|[2-9]\d)?\d{2})$,2-29-48
421,dates and time,^([0-1][0-9]|[2][0-3]):([0-5][0-9])$,17:39
422,dates and time,^(20|21|22|23|[0-1]\d)[0-5]\d$,2020
423,dates and time,^(0[1-9]|1[0-2])\/((0[1-9]|2\d)|3[0-1])\/(19\d\d|200[0-3])$,12/30/1925
424,dates and time,"^((((([13578])|(1[0-2]))[\-\/\s]?(([1-9])|([1-2][0-9])|(3[01])))|((([469])|(11))[\-\/\s]?(([1-9])|([1-2][0-9])|(30)))|(2[\-\/\s]?(([1-9])|([1-2][0-9]))))[\-\/\s]?\d{4})(\s((([1-9])|(1[02]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])\s))([AM|PM|am|pm]{2,2})))?$",117	3053
425,dates and time,(((0[13578]|10|12)([-./])(0[1-9]|[12][0-9]|3[01])([-./])(\d{4}))|((0[469]|11)([-./])([0][1-9]|[12][0-9]|30)([-./])(\d{4}))|((2)([-./])(0[1-9]|1[0-9]|2[0-8])([-./])(\d{4}))|((2)(\.|-|\/)(29)([-./])([02468][048]00))|((2)([-./])(29)([-./])([13579][26]00))|((2)([-./])(29)([-./])([0-9][0-9][0][48]))|((2)([-./])(29)([-./])([0-9][0-9][2468][048]))|((2)([-./])(29)([-./])([0-9][0-9][13579][26]))),2/29/6400
426,dates and time,((0[1-9])|(1[02]))/\d{2},12/39
427,dates and time,"^((((0?[13578])|(1[02]))[\/|\-]?((0?[1-9]|[0-2][0-9])|(3[01])))|(((0?[469])|(11))[\/|\-]?((0?[1-9]|[0-2][0-9])|(30)))|(0?[2][\/\-]?(0?[1-9]|[0-2][0-9])))[\/\-]?\d{2,4}$",11/00659
428,dates and time,^(Sun|Mon|(T(ues|hurs))|Fri)(day|\.)?$|Wed(\.|nesday)?$|Sat(\.|urday)?$|T((ue?)|(hu?r?))\.?$,Wed.
429,dates and time,^(([0]?[1-9]|1[0-2])/([0-2]?[0-9]|3[0-1])/[1-2]\d{3})? ?((([0-1]?\d)|(2[0-3])):[0-5]\d)?(:[0-5]\d)? ?(AM|am|PM|pm)?$, 
430,dates and time,"^(?:(?:(?:0?[1-9]|1\d|2[0-8])\/(?:0?[1-9]|1[0-2]))\/(?:(?:1[6-9]|[2-9]\d)\d{2}))$|^(?:(?:(?:31\/0?[13578]|1[02])|(?:(?:29|30)\/(?:0?[1,3-9]|1[0-2])))\/(?:(?:1[6-9]|[2-9]\d)\d{2}))$|^(?:29\/0?2\/(?:(?:(?:1[6-9]|[2-9]\d)(?:0[48]|[2468][048]|[13579][26]))))$",29/2/3584
431,dates and time,^\d{2}\s{1}(Jan|Feb|Mar|Apr|May|Jun|Jul|Apr|Sep|Oct|Nov|Dec)\s{1}\d{4}$,44Dec	6964
432,dates and time,(((0[1-9]|[12][0-9]|3[01])([/])(0[13578]|10|12)([/])(\d{4}))|(([0][1-9]|[12][0-9]|30)([/])(0[469]|11)([/])(\d{4}))|((0[1-9]|1[0-9]|2[0-8])([/])(02)([/])(\d{4}))|((29)(\.|-|\/)(02)([/])([02468][048]00))|((29)([/])(02)([/])([13579][26]00))|((29)([/])(02)([/])([0-9][0-9][0][48]))|((29)([/])(02)([/])([0-9][0-9][2468][048]))|((29)([/])(02)([/])([0-9][0-9][13579][26]))),16/09/6357
433,dates and time,"^((((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|([1-2][0-9]))))[\-\/\s]?\d{2}(([02468][048])|([13579][26])))|(((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|(1[0-9])|(2[0-8]))))[\-\/\s]?\d{2}(([02468][1235679])|([13579][01345789]))))(\s(((0?[1-9])|(1[0-2]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])\s))([AM|PM|am|pm]{2,2})))?$",3313036 11:44|M
434,dates and time,^(3[0-1]|2[0-9]|1[0-9]|0[1-9])[\s{1}|\/|-](Jan|JAN|Feb|FEB|Mar|MAR|Apr|APR|May|MAY|Jun|JUN|Jul|JUL|Aug|AUG|Sep|SEP|Oct|OCT|Nov|NOV|Dec|DEC)[\s{1}|\/|-]\d{4}$,23Oct}0385
436,dates and time,^([0-9]{2})(00[1-9]|0[1-9][0-9]|[1-2][0-9][0-9]|3[0-5][0-9]|36[0-6])$,95006
437,dates and time,^((31(?! (FEB|APR|JUN|SEP|NOV)))|((30|29)(?! FEB))|(29(?= FEB (((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)))))|(0?[1-9])|1\d|2[0-8]) (JAN|FEB|MAR|MAY|APR|JUL|JUN|AUG|OCT|SEP|NOV|DEC) ((1[6-9]|[2-9]\d)\d{2})$,29 FEB 1792 MAY 9191
438,dates and time,"^(((\d{4}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|((\d{2}[02468][048]|\d{2}[13579][26]))0229)){0,8}$",889710307644022941381217777202296822020172120229
439,dates and time,"^(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec)\,*\s\s*\d{4}$|^(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)\,*\s\d{4}$|^(January|February|March|April|May|June|July|August|September|October|November|December)\,*\s\d{4}$|^(january|february|march|april|may|june|july|august|september|october|november|december)\,*\s\d{4}$","october,,,4681"
440,dates and time,^(([0-9])|([0-1][0-9])|([2][0-3])):?([0-5][0-9])$,0:18
441,dates and time,(^((((0[1-9])|([1-2][0-9])|(3[0-1]))|([1-9]))\x2F(((0[1-9])|(1[0-2]))|([1-9]))\x2F(([0-9]{2})|(((19)|([2]([0]{1})))([0-9]{2}))))$),07/08/2042
442,dates and time,^(([0-9])|([0-1][0-9])|([2][0-3])):(([0-9])|([0-5][0-9]))$,08:46
444,dates and time,^(([1-9]{1})|([0-1][1-2])|(0[1-9])|([1][0-2])):([0-5][0-9])(([aA])|([pP]))[mM]$,10:20AM
445,dates and time,^((31(?!\ (Apr(il)?|June?|(Sept|Nov)(ember)?)))|((30|29)(?!\ Feb(ruary)?))|(29(?=\ Feb(ruary)?\ (((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)))))|(0?[1-9])|1\d|2[0-8])\ (Jan(uary)?|Feb(ruary)?|Ma(r(ch)?|y)|Apr(il)?|Ju((ly?)|(ne?))|Aug(ust)?|Oct(ober)?|(Sept|Nov|Dec)(ember)?)\ ((1[6-9]|[2-9]\d)\d{2})$,29 Aug 8500
446,dates and time,"(^(((([1-9])|([0][1-9])|([1-2][0-9])|(30))\-([A,a][P,p][R,r]|[J,j][U,u][N,n]|[S,s][E,e][P,p]|[N,n][O,o][V,v]))|((([1-9])|([0][1-9])|([1-2][0-9])|([3][0-1]))\-([J,j][A,a][N,n]|[M,m][A,a][R,r]|[M,m][A,a][Y,y]|[J,j][U,u][L,l]|[A,a][U,u][G,g]|[O,o][C,c][T,t]|[D,d][E,e][C,c])))\-[0-9]{4}$)|(^(([1-9])|([0][1-9])|([1][0-9])|([2][0-8]))\-([F,f][E,e][B,b])\-[0-9]{2}(([02468][1235679])|([13579][01345789]))$)|(^(([1-9])|([0][1-9])|([1][0-9])|([2][0-9]))\-([F,f][E,e][B,b])\-[0-9]{2}(([02468][048])|([13579][26]))$)",27-feB-0929
447,dates and time,29\sFebruary\s((0[48]|[2468][048]|[13579][26])00|[0-9]{2}(0[48]|[2468][048]|[13579][26])),29 February 3812
448,dates and time,^(([1-9]{1})|([0-1][0-9])|([1-2][0-3])):([0-5][0-9])$,7:37
450,dates and time,"^([0]\d|[1][0-2])\/([0-2]\d|[3][0-1])\/([2][01]|[1][6-9])\d{2}(\s([0]\d|[1][0-2])(\:[0-5]\d){1,2})*\s*([aApP][mM]{0,2})?$",10/19/2160	10:3610:51:52	10:57:2611:20 01:16:57 11:04:1411:50   
451,dates and time,^(([0]?[1-9]|1[0-2])(:)([0-5][0-9]))$,04:32
452,dates and time,^ *(1[0-2]|[1-9]):[0-5][0-9] *(a|p|A|P)(m|M) *$,      7:59          aM
453,dates and time,"^(?:(?:31(\/|-|\.)(?:0?[13578]|1[02]))\1|(?:(?:29|30)(\/|-|\.)(?:0?[1,3-9]|1[0-2])\2))(?:(?:1[6-9]|[2-9]\d)?\d{2})$|^(?:29(\/|-|\.)0?2\3(?:(?:(?:1[6-9]|[2-9]\d)?(?:0[48]|[2468][048]|[13579][26])|(?:(?:16|[2468][048]|[3579][26])00))))$|^(?:0?[1-9]|1\d|2[0-8])(\/|-|\.)(?:(?:0?[1-9])|(?:1[0-2]))\4(?:(?:1[6-9]|[2-9]\d)?\d{2})$",31-5-20
454,dates and time,"(^([0-9]|[0-1][0-9]|[2][0-3]):([0-5][0-9])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)|(^([0-9]|[1][0-9]|[2][0-3])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)",9:58 AM
455,dates and time,"([0-9]{4})-([0-9]{1,2})-([0-9]{1,2})",2602-2-1
456,dates and time,^([2][0]\d{2}\/([0]\d|[1][0-2])\/([0-2]\d|[3][0-1]))$|^([2][0]\d{2}\/([0]\d|[1][0-2])\/([0-2]\d|[3][0-1])\s([0-1]\d|[2][0-3])\:[0-5]\d\:[0-5]\d)$,2012/11/30
457,dates and time,^(([0]?[0-5][0-9]|[0-9]):([0-5][0-9]))$,1:57
458,dates and time,((^(10|12|0?[13578])([/])(3[01]|[12][0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(11|0?[469])([/])(30|[12][0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)([/])(2[0-8]|1[0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)([/])(29)([/])([2468][048]00)$)|(^(0?2)([/])(29)([/])([3579][26]00)$)|(^(0?2)([/])(29)([/])([1][89][0][48])$)|(^(0?2)([/])(29)([/])([2-9][0-9][0][48])$)|(^(0?2)([/])(29)([/])([1][89][2468][048])$)|(^(0?2)([/])(29)([/])([2-9][0-9][2468][048])$)|(^(0?2)([/])(29)([/])([1][89][13579][26])$)|(^(0?2)([/])(29)([/])([2-9][0-9][13579][26])$)),02/29/4056
459,dates and time,^(([0]?[1-9]|[1][0-2])[\/|\-|\.]([0-2]\d|[3][0-1]|[1-9])[\/|\-|\.]([2][0])?\d{2}\s+((([0][0-9]|[1][0-2]|[0-9])[\:|\-|\.]([0-5]\d)\s*([aApP][mM])?)|(([0-1][0-9]|[2][0-3]|[0-9])[\:|\-|\.]([0-5]\d))))$,9|25.2098  			20.06
460,dates and time,^([1][12]|[0]?[1-9])[\/-]([3][01]|[12]\d|[0]?[1-9])[\/-](\d{4}|\d{2})$,6-31/44
461,dates and time,^((([0]?[1-9]|1[0-2])(:|\.)(00|15|30|45)?( )?(AM|am|aM|Am|PM|pm|pM|Pm))|(([0]?[0-9]|1[0-9]|2[0-3])(:|\.)(00|15|30|45)?))$,09.am
462,dates and time,"^\d{1,2}\/\d{2,4}$",5/5359
463,dates and time,^(|(0[1-9])|(1[0-2]))\/((0[1-9])|(1\d)|(2\d)|(3[0-1]))\/((\d{4}))$,12/09/2946
464,dates and time,^((((0[13578])|(1[02]))[\/]?(([0-2][0-9])|(3[01])))|(((0[469])|(11))[\/]?(([0-2][0-9])|(30)))|(02[\/]?[0-2][0-9]))[\/]?\d{4}$,11/302396
465,misc,"^\(\d{1,2}(\s\d{1,2}){1,2}\)\s(\d{1,2}(\s\d{1,2}){1,2})((-(\d{1,4})){0,1})$",(80 43	0)447
466,misc,^(ac|AC|al|AL|am|AM|ap|AP|ba|BA|ce|CE|df|DF|es|ES|go|GO|ma|MA|mg|MG|ms|MS|mt|MT|pa|PA|pb|PB|pe|PE|pi|PI|pr|PR|rj|RJ|rn|RN|ro|RO|rr|RR|rs|RS|sc|SC|se|SE|sp|SP|to|TO)$,ro
467,misc,"^(\d{5}((|-)-\d{4})?)|([A-Za-z]\d[A-Za-z][\s\.\-]?(|-)\d[A-Za-z]\d)|[A-Za-z]{1,2}\d{1,2}[A-Za-z]? \d[A-Za-z]{2}$",y1A1A9
468,misc,"^(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])$",126.250.6.211
469,misc,((\(\d{3}\) ?)|(\d{3}-))?\d{3}-\d{4},167-8798
470,misc,"^(?=.*\d).{4,8}$","x}1BV+,bpiw"
471,misc,"^(([a-zA-Z]:|\\)\\)?(((\.)|(\.\.)|([^\\/:\*\?""\|<>\. ](([^\\/:\*\?""\|<>\. ])|([^\\/:\*\?""\|<>]*[^\\/:\*\?""\|<>\. ]))?))\\)*[^\\/:\*\?""\|<>\. ](([^\\/:\*\?""\|<>\. ])|([^\\/:\*\?""\|<>]*[^\\/:\*\?""\|<>\. ]))?$",T:\.\.\.\..\.\.\..\K\\3\P1
472,misc,"^([a-zA-Z0-9@*#]{8,15})$",MRfdDofNkb
473,misc,^\(?[\d]{3}\)?[\s-]?[\d]{3}[\s-]?[\d]{4}$,593) 655	7117
474,misc,^([0-9a-fA-F][0-9a-fA-F]:){5}([0-9a-fA-F][0-9a-fA-F])$,5B:Cf:90:3d:17:1f
475,misc,(\s*\(?0\d{4}\)?\s*\d{6}\s*)|(\s*\(?0\d{3}\)?\s*\d{3}\s*\d{4}\s*), 	  (01618)	  284629 
476,misc,\d{2}.?\d{3}.?\d{3}/?\d{4}-?\d{2},06663182475907
477,misc,^\d{5}(-\d{4})?$,01865
478,misc,^\D?(\d{3})\D?\D?(\d{3})\D?(\d{4})$,453=y562D8147
479,misc,^[0-9]{2}[-][0-9]{2}[-][0-9]{2}$,13-45-67
480,misc,^\d{3}\s?\d{3}$,268 646
481,misc,^\d{3}-\d{7}[0-6]{1}$,837-15994135
482,misc,^([a-z0-9]{32})$,iausg1t7s5r4nib3rc8ijumj3jxyvdp7
483,misc,([0-1])*$,1000
484,misc,^([A-Za-z]\d[A-Za-z][-]?\d[A-Za-z]\d),o7B-9b6
485,misc,^[0-9](\.[0-9]+)?$,9.9686477403
486,misc,^(\(?\+?[0-9]*\)?)?[0-9_\- \(\)]*$,_
487,misc,"(?:\d|I{1,3})?\s?\w{2,}\.?\s*\d{1,}\:\d{1,}-?,?\d{0,2}(?:,\d{0,2}){0,2}","III k9G0CVsvuR      11057716:5230448,"
488,misc,\d{4}-?\d{4}-?\d{4}-?\d{4},8245-28991811-6885
489,misc,"^[a-zA-Z]{1,2}[0-9][0-9A-Za-z]{0,1} {0,1}[0-9][A-Za-z]{2}$",b3 7qk
490,misc,"^([A-PR-UWYZ0-9][A-HK-Y0-9][AEHMNPRTVXY0-9]?[ABEHMNPRVWXY0-9]? {1,2}[0-9][ABD-HJLN-UW-Z]{2}|GIR 0AA)$",E78 5GY
491,misc,"^(?=.*\d)(?=.*[a-z])(?=.*[A-Z])(?!.*\s).{4,8}$","ly&Mhb\ 7""GsBnI_Z	J1}c -"
492,misc,^([0-9]{2})?(\([0-9]{2})\)([0-9]{3}|[0-9]{4})-[0-9]{4}$,(48)079-1743
493,misc,"^[a-zA-Z]+(([\'\,\.\- ][a-zA-Z ])?[a-zA-Z]*)*$",uc'CfWWnfUeJRRIxtqGcjw
494,misc,^[A-Za-z]{2}[0-9]{6}[A-Za-z]{1}$,QY077627k
495,misc,\u00AE,®
496,misc,^[a-zA-Z0-9]+$,DQVzk
498,misc,([0-7])*$,0563
499,misc,^[1-9]{1}[0-9]{3} ?[A-Z]{2}$,3884 QE
500,misc,(\[[Ii][Mm][Gg]\])(\S+?)(\[\/[Ii][Mm][Gg]\]),[img]xj2C[/IMg]
501,misc,(\/\/--&gt;\s*)?&lt;\/?SCRIPT([^&gt;]*)&gt;(\s*&lt;!--\s)?,&lt;/SCRIPT'y:[<a]7&gt;
502,misc,^(1|2|3)((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229)(\d{5})$,128022994536
503,misc,"^([A-Z|a-z]{2}\s{1}\d{2}\s{1}[A-Z|a-z]{1,2}\s{1}\d{1,4})?([A-Z|a-z]{3}\s{1}\d{1,4})?$",rt 75	i278jcC 5736
504,misc,^(eth[0-9]$)|(^eth[0-9]:[1-9]$),eth4:7
505,misc,^[{|\(]?[0-9a-fA-F]{8}[-]?([0-9a-fA-F]{4}[-]?){3}[0-9a-fA-F]{12}[\)|}]?$,{A1e97d5e-4CfE9A1d-7DDa-05cCbbe47Bd0}
506,misc,\u00A3,£
507,misc,\u221E,∞
509,misc,\u00A5,¥
510,misc,\b(([01]?\d?\d|2[0-4]\d|25[0-5])\.){3}([01]?\d?\d|2[0-4]\d|25[0-5])\b,253.208.213.253
511,misc,^(([\w][\w\-\.]*)\.)?([\w][\w\-]+)(\.([\w][\w\.]*))?$,YMo.dwWfWyuZPY
512,misc,^((Fred|Wilma)\s+Flintstone|(Barney|Betty)\s+Rubble)$,Wilma	  	 Flintstone
513,misc,<img([^>]*[^/])>,<img(yLyM5$y=>
514,misc,\{CHBLOCK\:(.*?\}),{CHBLOCK:K'P}
515,misc,\u20AC,€
516,misc,\u2122,™
517,misc,[:]{1}[-~+o]?[)&gt;]+,:gg)tgg&)g
518,misc,"^([a-zA-Z.\s']{1,50})$",s iqXHk	
519,misc,^07([\d]{3})[(\D\s)]?[\d]{3}[(\D\s)]?[\d]{3}$,07023D408701
520,misc,^[+]447\d{9}$,+447219383066
521,misc,^(\+[1-9][0-9]*(\([0-9]*\)|-[0-9]*-))?[0]?[1-9][0-9\- ]*$,04 
522,misc,&lt;/?(\w+)(\s+\w+=(\w+|&quot;[^&quot;]*&quot;|'[^']*'))*&gt;,&lt;/Uoz 		  	8l7Cj=&quot;S3Ck8'$rIP&quot; tEGljAXXKz=&quot;/d&quot;	  		NlunmHpsP=kztkSR9IQ 	_kt3='F8lIP<'	 		eO85XPMJHe=']1q3n{vbGq'	 VcDi='Ga@7flD' 		 YuH=&quot;:&quot;AR=cm8SH9m8w7 	jnkdAqa3='^D?x%O/' IkCc1qr=&quot;m&quot;&gt;
523,misc,^([ \u00c0-\u01ffa-zA-Z'])+$,ǕDŶnŔƱĴÏǅ
524,misc,<script[^>]*>[\w|\t|\r|\W]*</script>,<scriptUtna></script>
525,misc,^(V-|I-)?[0-9]{4}$,4175
526,misc,(^(4|5)\d{3}-?\d{4}-?\d{4}-?\d{4}|(4|5)\d{15})|(^(6011)-?\d{4}-?\d{4}-?\d{4}|(6011)-?\d{12})|(^((3\d{3}))-\d{6}-\d{5}|^((3\d{14}))),6011-1427-17153360
527,misc,"^([\(]{1}[0-9]{3}[\)]{1}[ |\-]{0,1}|^[0-9]{3}[\-| ])?[0-9]{3}(\-| ){1}[0-9]{4}$",478-0793
528,misc,[^abc],d
529,misc,"^[a-zA-Z]\w{3,14}$",bD80UZjkb
530,misc,^\d{5}-\d{4}$,04698-0233
531,misc,^[A-Z]{1}( |-)?[1-9]{1}[0-9]{3}$,Y2687
532,misc,"^.{4,8}$",Fvz+
533,misc,^\d{5}$,90142
535,misc,^[A-Za-z]{6}[0-9]{2}[A-Za-z]{1}[0-9]{2}[A-Za-z]{1}[0-9]{3}[A-Za-z]{1}$,AyHUvG91x21G377E
536,misc,^((0?[1-9])|((1|2)[0-9])|30|31)$,31
537,misc,^0[23489]{1}(\-)?[^0\D]{1}\d{6}$,09-6402926
538,misc,(\{\\f\d*)\\([^;]+;),{\f16\9p$}k+fk0M;
539,misc,"^([A-Z]{1,2}[0-9]{1,2}|[A-Z]{3}|[A-Z]{1,2}[0-9][A-Z])( |-)[0-9][A-Z]{2}",XNS-0OA
540,misc,^(F-)?((2[A|B])|[0-9]{2})[0-9]{3}$,F-75066
541,misc,^([1-9]{2}|[0-9][1-9]|[1-9][0-9])[0-9]{3}$,42075
542,misc,(\d*)'*-*(\d*)/*(\d*)&quot;,1438610149'''''------9234442/////////4604&quot;
543,misc,^(/w|/W|[^<>+?$%{}&])+$,/W/W/W/W2/W/W/W/w/W
544,misc,@{2}((\S)+)@{2},@@X2c?rt@@
545,misc,^\d+\x20*([pP][xXtT])?$,3983971837    pX
546,misc,^[a-z]+[0-9]*[a-z]+$,ojibrz8c
547,misc,"^[\u0081-\uFFFF]{1,}$",깥斓ﰸߖ
548,misc,"^[AaWaKkNn][a-zA-Z]?[0-9][a-zA-Z]{1,3}$",WM0wS
549,misc,^\s*(((\d*\.?\d*[0-9]+\d*)|([0-9]+\d*\.\d*) )\s*[xX]\s*){2}((\d*\.?\d*[0-9]+\d*)|([0-9]+\d*\.\d*))\s*$,   54060652002642388298x	   153770082386193251.709938124   	x	 233069411064964923683386  
550,misc,"([A-Z&#228;&#246;&#252;0-9\/][^a-z\:\,\(\)]*[A-Z&#228;&#246;&#252;0-9])($|[\.\:\,\;\)\-\ \+]|s\b)","26<.""PZS<;"
551,misc,\b(\w+)\s+\1\b,O9  	O9
552,misc,"^[0-9]{4}\s{0,1}[a-zA-Z]{2}$",8809	Pj
553,misc,"^(?!^(PRN|AUX|CLOCK\$|NUL|CON|COM\d|LPT\d|\..*)(\..+)?$)[^\x00-\x1f\\?*:\"";|/]+$",z[2
554,misc,"^((([sS][r-tR-Tx-zX-Z])\s*([sx-zSX-Z])?\s*([a-zA-Z]{2,3}))?\s*(\d\d)\s*-?\s*(\d{6,7}))$", 	 32	  -		 8079794
555,misc,"^(s-|S-){0,1}[0-9]{3}\s?[0-9]{2}$",S-17488
556,misc,"^(([+]\d{2}[ ][1-9]\d{0,2}[ ])|([0]\d{1,3}[-]))((\d{2}([ ]\d{2}){2})|(\d{3}([ ]\d{3})*([ ]\d{2})+))$",0809-884 51 45
557,misc,"^((4\d{3})|(5[1-5]\d{2}))(-?|\040?)(\d{4}(-?|\040?)){3}|^(3[4,7]\d{2})(-?|\040?)\d{6}(-?|\040?)\d{5}","3,36-539848-71155"
558,misc,(a|b|c).(a.b)*.b+.c,a a1ba%b	bOc
559,misc,^(([a-z])+.)+[A-Z]([a-z])+$,iqmiyzypeHxnoiaohuyyzni1dqjeasx7g-Upc
560,misc,^[a-zA-Z_][a-zA-Z0-9_]*$,caDz4t6a
562,misc,(.*\.([wW][mM][aA])|([mM][pP][3])$),4EhtY.wMA
563,misc,"^(.|\n){0,16}$",
565,misc,^[^#]([^ ]+ ){6}[^ ]+$,!q/(7 %xUQ bmTv# C'YvW:HrP SFsl ~V~}@ 	`
566,misc,^[a-zA-Z][0-9][a-zA-Z]\s?[0-9][a-zA-Z][0-9]$,F9G8O4
567,misc,"^[a-zA-Z0-9]{1,20}$",VxqCvrBTJF
568,misc,(NOT)?(\s*\(*)\s*(\w+)\s*(=|&lt;&gt;|&lt;|&gt;|LIKE|IN)\s*(\(([^\)]*)\)|'([^']*)'|(-?\d*\.?\d+))(\s*\)*\s*)(AND|OR)?, 		((((( kr 	 IN (Vr@W&()  	)))))))	 OR
569,misc,(AUX|PRN|NUL|COM\d|LPT\d)+\s*$,LPT5LPT5NULPRNPRNPRN    
570,misc,"\(([0-9]{2}|0{1}((x|[0-9]){2}[0-9]{2}))\)\s*[0-9]{3,4}[- ]*[0-9]{4}",(00085) 827-- ---  3539
571,misc,"^(?=.*\d)(?=.*[a-z])(?=.*[A-Z]).{4,8}$","p:Z7S""U^>4'zn<}d+B.M?u'C!wS<qN;HjL"
572,misc,([2-9JQKA]|10)([\u2660\u2663\u2665\u2666]),10♣
573,misc,[1-2][0|9][0-9]{2}[0-1][0-9][0-3][0-9][-][0-9]{4},1|600603-1658
574,misc,((&quot;|')[a-z0-9\/\.\?\=\&amp;]*(\.htm|\.asp|\.php|\.jsp)[a-z0-9\/\.\?\=\&amp;]*(&quot;|'))|(href=*?[a-z0-9\/\.\?\=\&amp;&quot;']*),&quot;hh.htm52h&n4l'
575,misc,(^\d{5}-\d{3}|^\d{2}.\d{3}-\d{3}|\d{8}),33750-225
