Program Code,Program Title,Category Code,Category Title,Four Digit Code,Four Digit Title,Note,Warehouse Load Date,Version
190906,Fashion and Fabric Consultant,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,1909,Apparel and Textiles,"",06/11/14 08:42 AM,2010
200102,"CHILD DEVELOPMENT, CARE AND GUIDANCE",20,VOCATIONAL HOME ECONOMICS,2001,CONSUMER HOMEMAKING EDUCATION,Add by MH 05282014,06/11/14 08:42 AM,1990
200305,Custom Tailor,20,VOCATIONAL HOME ECONOMICS,2003,"Clothing, Apparel and Textile Workers and Managers","",06/11/14 08:42 AM,1990
200404,Dietician Assistant,20,VOCATIONAL HOME ECONOMICS,2004,Institutional Food Workers and Administrators,"",06/11/14 08:42 AM,1990
200602,Elder Care Provider/Companion,20,VOCATIONAL HOME ECONOMICS,2006,"Custodial, Housekeeping and Home Services Workers","",06/11/14 08:42 AM,1990
209999,"Vocational Home Economics, Other",20,VOCATIONAL HOME ECONOMICS,2099,"Vocational Home Economics, Other","",06/11/14 08:42 AM,1990
210101,Technology Education/Industrial Arts,21,TECHNOLOGY EDUCATION/INDUSTRIAL ARTS,2101,Technology Education/Industrial Arts Programs,"",06/11/14 08:42 AM,2000
220102,Pre-Law Studies,22,LAW AND LEGAL STUDIES,2201,Law and Legal Studies,"",06/11/14 08:42 AM,1990
220208,Health Law,22,LEGAL PROFESSIONS AND STUDIES,2202,Legal Research and Advanced Professional Studies,"",06/11/14 08:42 AM,2010
220211,Tax Law/Taxation,22,LEGAL PROFESSIONS AND STUDIES,2202,Legal Research and Advanced Professional Studies,"",06/11/14 08:42 AM,2010
220302,Legal Assistant/Paralegal,22,LEGAL PROFESSIONS AND STUDIES,2203,Legal Support Services,"",06/11/14 08:42 AM,2010
230501,Creative Writing,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2305,Creative Writing,"",06/11/14 08:42 AM,2000
230700,American Literature (United States),23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2307,American Literature (United States),"",06/11/14 08:42 AM,1990
231100,English Technical and Business Writing,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2311,English Technical and Business Writing,"",06/11/14 08:42 AM,1990
231304,Rhetoric and Composition,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2313,Rhetoric and Composition/Writing Studies,New in 2010,06/11/14 08:42 AM,2010
231399,"Rhetoric and Composition/Writing Studies, Other",23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2313,Rhetoric and Composition/Writing Studies,New in 2010,06/11/14 08:42 AM,2010
231404,English Literature (British and Commonwealth),23,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2314,Literature,Moved from 23.0801 to 23.1404,06/11/14 08:42 AM,2010
250300,Library Assistant,25,LIBRARY SCIENCE,2503,Library Assistant,"",06/11/14 08:42 AM,1990
260200,Biochemistry and Biophysics,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2602,Biochemistry and Biophysics,"",06/11/14 08:42 AM,1990
260204,Molecular Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260207,Structural Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260209,Radiation Biology/Radiobiology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260399,"Botany/Plant Biology, Other",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2603,Botany/Plant Biology,"",06/11/14 08:42 AM,2010
260503,Medical Microbiology and Bacteriology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2605,Microbiological Sciences and Immunology,"",06/11/14 08:42 AM,2010
260504,Virology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2605,Microbiological Sciences and Immunology,"",06/11/14 08:42 AM,2010
260613,"Genetics, Plant and Animal",26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260705,"Pharmacology, Human and Animal",26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2607,Zoology,"",06/11/14 08:42 AM,1990
260801,"Genetics, General",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2608,Genetics,"",06/11/14 08:42 AM,2010
260807,Genome Sciences/Genomics,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2608,Genetics,New in 2010,06/11/14 08:42 AM,2010
260904,Endocrinology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
261201,Biotechnology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2612,Biotechnology,"",06/11/14 08:42 AM,2010
261302,Marine Biology and Biological Oceanography,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261304,Aquatic Biology/Limnology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261309,Epidemiology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261501,Neuroscience,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2615,Neurobiology and Neurosciences,Moved from 30.2401 to 26.1501,06/11/14 08:42 AM,2010
270104,Geometry/Geometric Analysis,27,MATHEMATICS AND STATISTICS,2701,Mathematics,"",06/11/14 08:42 AM,2010
270105,Topology and Foundations,27,MATHEMATICS AND STATISTICS,2701,Mathematics,"",06/11/14 08:42 AM,2010
280401,Navy/Marine Corps JROTC/ROTC,28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2804,"Navy/Marine ROTC, Naval Science and Operations","",06/11/14 08:42 AM,2010
280499,"Navy/Marine Corps ROTC, Naval Science and Operations, Other",28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2804,"Navy/Marine ROTC, Naval Science and Operations",New in 2010,06/11/14 08:42 AM,2010
280506,"Special, Irregular and Counterterrorist Operations",28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2805,Military Science and Operational Studies,New in 2010,06/11/14 08:42 AM,2010
290000,MILITARY TECHNOLOGIES,29,MILITARY TECHNOLOGIES,2900,MILITARY TECHNOLOGIES,"",06/11/14 08:42 AM,1990
290303,Engineering Acoustics,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2903,Military Applied Sciences,New in 2010,06/11/14 08:42 AM,2010
290307,Undersea Warfare,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2903,Military Applied Sciences,New in 2010,06/11/14 08:42 AM,2010
290405,"Joint Command/Task Force (C3, C4I) Systems",29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2904,Military Systems and Maintenance Technology,New in 2010,06/11/14 08:42 AM,2010
290408,Munitions Systems/Ordinance Technology,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2904,Military Systems and Maintenance Technology,New in 2010,06/11/14 08:42 AM,2010
301200,"Historic Preservation, Conservation and Architectural History",30,MULTI/INTERDISCIPLINARY STUDIES,3012,"Historic Preservation, Conservation and Architectural History","",06/11/14 08:42 AM,1990
301401,Museology/Museum Studies,30,MULTI/INTERDISCIPLINARY STUDIES,3014,Museology/Museum Studies,"",06/11/14 08:42 AM,2010
302001,International/Global Studies,30,MULTI/INTERDISCIPLINARY STUDIES,3020,International/Global Studies,"",06/11/14 08:42 AM,2010
302601,Cultural Studies/Critical Theory and Analysis,30,MULTI/INTERDISCIPLINARY STUDIES,3026,Cultural Studies/Critical Theory and Analysis,New in 2010,06/11/14 08:42 AM,2010
310504,Sport and Fitness Administration/Management,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",3105,Health and Physical Education/Fitness,"",06/11/14 08:42 AM,2010
310599,"Health and Physical Education/Fitness, Other",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",3105,Health and Physical Education/Fitness,"",06/11/14 08:42 AM,2010
32- 37,Programs for Series 32-37 (Personal Improvement and Leisure programs) are located in chapter V,32,BASIC SKILLS,32-,"","",06/11/14 08:42 AM,2000
320101,"Basic Skills and Developmental/Remedial Education, General",32,BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION,3201,Basic Skills and Developmental/Remedial Education,"",06/11/14 08:42 AM,2010
320109,Second Language Learning,32,BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION,3201,Basic Skills and Developmental/Remedial Education,"",06/11/14 08:42 AM,2010
360103,"Board, Card and Role-Playing Games",36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
360117,Theatre/Theater,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
370103,Personal Decision-Making Skills,37,PERSONAL AWARENESS AND SELF-IMPROVEMENT,3701,Personal Awareness and Self-Improvement,"",06/11/14 08:42 AM,2010
380201,Religion/Religious Studies,38,PHILOSOPHY AND RELIGIOUS STUDIES,3802,Religion/Religious Studies,"",06/11/14 08:42 AM,2010
390000,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3900,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,"",06/11/14 08:42 AM,1990
390100,Biblical and Other Theological Languages and Literatures,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3901,Biblical and Other Theological Languages and Literatures,"",06/11/14 08:42 AM,1990
390200,Bible/Biblical Studies,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3902,Bible/Biblical Studies,"",06/11/14 08:42 AM,1990
390400,Religious Education,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3904,Religious Education,"",06/11/14 08:42 AM,1990
390701,Pastoral Studies/Counseling,39,THEOLOGY AND RELIGIOUS VOCATIONS,3907,Pastoral Counseling and Specialized Ministries,"",06/11/14 08:42 AM,2010
500605,Photography,50,VISUAL AND PERFORMING ARTS,5006,Film/Video and Photographic Arts,"",06/11/14 08:42 AM,2010
500705,Drawing,50,VISUAL AND PERFORMING ARTS,5007,Fine and Studio Arts,"",06/11/14 08:42 AM,2010
501004,Theatre/Theatre Arts Management,50,VISUAL AND PERFORMING ARTS,5010,"Arts, Entertainment,and Media Management",Moved from 50.0508 to 50.1004,06/11/14 08:42 AM,2010
510511,Prosthodontics/Prosthodontology,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5105,Advanced/Graduate Dentistry and Oral Sciences,"",06/11/14 08:42 AM,2010
510601,Dental Assisting/Assistant,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5106,Dental Support Services and Allied Professions,"",06/11/14 08:42 AM,2010
510703,Health Unit Coordinator/Ward Clerk,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510710,Medical Office Assistant/Specialist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5107,Health and Medical Administrative Services,"",06/11/14 08:42 AM,2010
510800,Health and Medical Assistants,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5108,Health and Medical Assistants,"",06/11/14 08:42 AM,1990
510905,Nuclear Medical Technology/Technologist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions","",06/11/14 08:42 AM,2010
510910,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions","",06/11/14 08:42 AM,2010
510916,Radiation Protection/Health Physics Technician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions","",06/11/14 08:42 AM,2010
510917,Polysomnography,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions",New in 2010,06/11/14 08:42 AM,2010
510920,Magnetic Resonance Imaging (MRI) Technology/Technician,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions",New in 2010,06/11/14 08:42 AM,2010
511099,"Clinical/Medical Laboratory Science and Allied Professions, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5110,Clinical/Medical Laboratory Science/Research and Allied Professions,"",06/11/14 08:42 AM,2010
511101,Pre-Dentistry Studies,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5111,Health/Medical Preparatory Programs,"",06/11/14 08:42 AM,2010
511102,Pre-Medicine/Pre-Medical Studies,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5111,Health/Medical Preparatory Programs,"",06/11/14 08:42 AM,2010
511106,Pre-Chiropractic Studies,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5111,Health/Medical Preparatory Programs,New in 2010,06/11/14 08:42 AM,2010
511107,Pre-Occupational Therapy Studies,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5111,Health/Medical Preparatory Programs,New in 2010,06/11/14 08:42 AM,2010
511314,Medical Toxicology,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5113,Medical Basic Sciences,"",06/11/14 08:42 AM,2000
511400,"Medical Clinical Sciences (MS, PhD)",51,HEALTH PROFESSIONS AND RELATED SCIENCES,5114,"Medical Clinical Sciences (MS, PhD)","",06/11/14 08:42 AM,1990
511599,"Mental and Social Health Services and Allied Professions, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5115,Mental and Social Health Services and Allied Professions,"",06/11/14 08:42 AM,2010
511613,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert",51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5116,Nursing,"",06/11/14 08:42 AM,2000
511616,Clinical Nurse Specialist,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5116,Nursing,New in 2000,06/11/14 08:42 AM,2000
512300,Rehabilitation/Therapeutic Services,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5123,Rehabilitation/Therapeutic Services,"",06/11/14 08:42 AM,1990
512306,Occupational Therapy/Therapist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5123,Rehabilitation and Therapeutic Professions,"",06/11/14 08:42 AM,2010
512307,Orthotist/Prosthetist,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5123,Rehabilitation and Therapeutic Professions,"",06/11/14 08:42 AM,2010
512401,Veterinary Medicine,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5124,Veterinary Medicine,"",06/11/14 08:42 AM,2010
512603,Medication Aide,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5126,Health Aides/Attendants/Orderlies,"",06/11/14 08:42 AM,2010
512604,Rehabilitation Aide,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5126,Health Aides/Attendants/Orderlies,New in 2010,06/11/14 08:42 AM,2010
512805,ORTHODONTICS SPECIALTY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5128,DENTAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512806,PEDODONTICS SPECIALTY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5128,DENTAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512915,DIAGNOSTIC RADIOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512920,GASTROENTEROLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
512935,NEUROPATHOLOGY RESIDENCY,51,HEALTH PROFESSIONS AND RELATED SCIENCES,5129,MEDICAL RESIDENCY PROGRAMS,Add by MH 05282014,06/11/14 08:42 AM,1990
513188,Dietetics/Human Nutritional Services,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5131,Dietetics and Clinical Nutrition Services,Added to CIP 2000 by NCES for IPEDS Completion 2003,06/11/14 08:42 AM,2000
513199,"Dietetics and Clinical Nutrition Services, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5131,Dietetics and Clinical Nutrition Services,"",06/11/14 08:42 AM,2010
513388,Acupuncture and Oriental Medicine,51,HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES,5133,Alternative and Complementary Medicine and Medical Systems,Added to CIP 2000 by NCES for IPEDS Completion 2003,06/11/14 08:42 AM,2000
513399,"Alternative and Complementary Medicine and Medical Systems, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5133,Alternative and Complementary Medicine and Medical Systems,"",06/11/14 08:42 AM,2010
513499,"Alternative and Complementary Medical Support Services, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5134,Alternative and Complementary Medical Support Services,"",06/11/14 08:42 AM,2010
513599,"Somatic Bodywork and Related Therapeutic Services, Other",51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5135,Somatic Bodywork and Related Therapeutic Services,"",06/11/14 08:42 AM,2010
513814,Critical Care Nursing,51,HEALTH PROFESSIONS AND RELATED PROGRAMS,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",Moved from 51.1617 to 51.3814,06/11/14 08:42 AM,2010
520100,Business,52,BUSINESS MANAGEMENT AND ADMINISTRATIVE SERVICES,5201,Business,"",06/11/14 08:42 AM,1990
520213,Organizational Leadership,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",5202,"Business Administration, Management and Operations",New in 2010,06/11/14 08:42 AM,2010
260202,Biochemistry,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260210,Biochemistry and Molecular Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2602,"Biochemistry, Biophysics and Molecular Biology","",06/11/14 08:42 AM,2010
260305,Plant Pathology/Phytopathology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2603,Botany/Plant Biology,"",06/11/14 08:42 AM,2010
260402,Molecular Biology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2604,Cell and Molecular Biology,"",06/11/14 08:42 AM,1990
260405,Neuroanatomy,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2604,Cell/Cellular Biology and Anatomical Sciences,New in 2000,06/11/14 08:42 AM,2000
260406,Cell/Cellular and Molecular Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2604,Cell/Cellular Biology and Anatomical Sciences,"",06/11/14 08:42 AM,2010
260407,Cell Biology and Anatomy,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2604,Cell/Cellular Biology and Anatomical Sciences,"",06/11/14 08:42 AM,2010
260500,Microbiology/Bacteriology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2605,Microbiology/Bacteriology,"",06/11/14 08:42 AM,1990
260507,Immunology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2605,Microbiological Sciences and Immunology,"",06/11/14 08:42 AM,2010
260599,"Microbiological Sciences and Immunology, Other",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2605,Microbiological Sciences and Immunology,"",06/11/14 08:42 AM,2010
260603,Ecology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260614,Biometrics,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260617,Evolutionary Biology,26,BIOLOGICAL SCIENCES/LIFE SCIENCES,2606,Miscellaneous Biological Specializations,"",06/11/14 08:42 AM,1990
260701,Zoology/Animal Biology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2607,Zoology/Animal Biology,"",06/11/14 08:42 AM,2010
260708,Animal Behavior and Ethology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2607,Zoology/Animal Biology,"",06/11/14 08:42 AM,2010
260805,Plant Genetics,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2608,Genetics,"",06/11/14 08:42 AM,2010
260899,"Genetics, Other",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2608,Genetics,"",06/11/14 08:42 AM,2010
260902,Molecular Physiology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2609,"Physiology, Pathology and Related Sciences","",06/11/14 08:42 AM,2010
261002,Molecular Pharmacology,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2610,Pharmacology and Toxicology,"",06/11/14 08:42 AM,2010
261399,"Ecology, Evolution, Systematics and Population Biology, Other",26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2613,"Ecology, Evolution, Systematics, and Population Biology","",06/11/14 08:42 AM,2010
261504,Neurobiology and Behavior,26,BIOLOGICAL AND BIOMEDICAL SCIENCES,2615,Neurobiology and Neurosciences,New in 2010,06/11/14 08:42 AM,2010
270302,Operations Research,27,MATHEMATICS,2703,Applied Mathematics,"",06/11/14 08:42 AM,1990
270304,Computational and Applied Mathematics,27,MATHEMATICS AND STATISTICS,2703,Applied Mathematics,New in 2010,06/11/14 08:42 AM,2010
270500,Mathematical Statistics,27,MATHEMATICS,2705,Mathematical Statistics,"",06/11/14 08:42 AM,1990
279900,"Mathematics, Other",27,MATHEMATICS,2799,"Mathematics, Other","",06/11/14 08:42 AM,1990
280501,Air Science/Airpower Studies,28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2805,Military Science and Operational Studies,New in 2010,06/11/14 08:42 AM,2010
280701,National Resource Strategy and Policy,28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2807,Military Economics and Management,New in 2010,06/11/14 08:42 AM,2010
280702,Industry Studies,28,"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART",2807,Military Economics and Management,New in 2010,06/11/14 08:42 AM,2010
290101,Military Technologies,29,MILITARY TECHNOLOGIES,2901,Military Technologies,"",06/11/14 08:42 AM,2000
290205,Information Operations/Joint Information Operations,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2902,"Intelligence, Command Control and Information Operations",New in 2010,06/11/14 08:42 AM,2010
290206,Information/Psychological Warfare and Military Media Relations,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2902,"Intelligence, Command Control and Information Operations",New in 2010,06/11/14 08:42 AM,2010
290409,Radar Communications and Systems Technology,29,MILITARY TECHNOLOGIES AND APPLIED SCIENCES,2904,Military Systems and Maintenance Technology,New in 2010,06/11/14 08:42 AM,2010
300801,Mathematics and Computer Science,30,MULTI/INTERDISCIPLINARY STUDIES,3008,Mathematics and Computer Science,"",06/11/14 08:42 AM,2010
301100,Gerontology,30,MULTI/INTERDISCIPLINARY STUDIES,3011,Gerontology,"",06/11/14 08:42 AM,1990
301202,Cultural Resource Management and Policy Analysis,30,MULTI/INTERDISCIPLINARY STUDIES,3012,Historic Preservation and Conservation,"",06/11/14 08:42 AM,2010
301300,Medieval and Renaissance Studies,30,MULTI/INTERDISCIPLINARY STUDIES,3013,Medieval and Renaissance Studies,"",06/11/14 08:42 AM,1990
301400,Museology/Museum Studies,30,MULTI/INTERDISCIPLINARY STUDIES,3014,Museology/Museum Studies,"",06/11/14 08:42 AM,1990
301501,"Science, Technology and Society",30,MULTI/INTERDISCIPLINARY STUDIES,3015,"Science, Technology and Society","",06/11/14 08:42 AM,2010
302301,Intercultural/Multicultural and Diversity Studies,30,MULTI/INTERDISCIPLINARY STUDIES,3023,Intercultural/Multicultural and Diversity Studies,"",06/11/14 08:42 AM,2010
302501,Cognitive Science,30,MULTI/INTERDISCIPLINARY STUDIES,3025,Cognitive Science,"",06/11/14 08:42 AM,2010
330101,"Citizenship Activities, General",33,CITIZENSHIP ACTIVITIES,3301,Citizenship Activities,"",06/11/14 08:42 AM,2010
350101,"Interpersonal and Social Skills, General",35,INTERPERSONAL AND SOCIAL SKILLS,3501,Interpersonal and Social Skills,"",06/11/14 08:42 AM,2010
350102,Interpersonal Relationships Skills,35,INTERPERSONAL AND SOCIAL SKILLS,3501,Interpersonal and Social Skills,"",06/11/14 08:42 AM,2010
360116,Reading,36,LEISURE AND RECREATIONAL ACTIVITIES,3601,Leisure and Recreational Activities,"",06/11/14 08:42 AM,2010
380103,Ethics,38,PHILOSOPHY AND RELIGIOUS STUDIES,3801,Philosophy,"",06/11/14 08:42 AM,2010
390201,Bible/Biblical Studies,39,THEOLOGY AND RELIGIOUS VOCATIONS,3902,Bible/Biblical Studies,"",06/11/14 08:42 AM,2010
390600,Theological and Ministerial Studies,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3906,Theological and Ministerial Studies,"",06/11/14 08:42 AM,1990
390700,Pastoral Counseling and Specialized Ministries,39,THEOLOGY STUDIES AND RELIGIOUS VOCATIONS,3907,Pastoral Counseling and Specialized Ministries,"",06/11/14 08:42 AM,1990
400100,"Physical Sciences, General",40,PHYSICAL SCIENCES,4001,"Physical Sciences, General","",06/11/14 08:42 AM,1990
400203,Planetary Astronomy and Science,40,PHYSICAL SCIENCES,4002,Astronomy and Astrophysics,"",06/11/14 08:42 AM,2010
400499,"Atmospheric Sciences and Meteorology, Other",40,PHYSICAL SCIENCES,4004,Atmospheric Sciences and Meteorology,"",06/11/14 08:42 AM,2010
400503,Inorganic Chemistry,40,PHYSICAL SCIENCES,4005,Chemistry,"",06/11/14 08:42 AM,2010
400509,Environmental Chemistry,40,PHYSICAL SCIENCES,4005,Chemistry,New in 2010,06/11/14 08:42 AM,2010
400602,Geochemistry,40,PHYSICAL SCIENCES,4006,Geological and Earth Sciences/Geosciences,"",06/11/14 08:42 AM,2010
400799,"Miscellaneous Physical Sciences, Other",40,PHYSICAL SCIENCES,4007,Miscellaneous Physical Sciences,"",06/11/14 08:42 AM,1990
400802,Atomic/Molecular Physics,40,PHYSICAL SCIENCES,4008,Physics,"",06/11/14 08:42 AM,2010
410205,Nuclear/Nuclear Power Technology/Technician,41,SCIENCE TECHNOLOGIES/TECHNICIANS,4102,Nuclear and Industrial Radiologic Technologies/Technicians,"",06/11/14 08:42 AM,2010
410399,"Physical Science Technologies/Technicians, Other",41,SCIENCE TECHNOLOGIES/TECHNICIANS,4103,Physical Science Technologies/Technicians,"",06/11/14 08:42 AM,2010
420800,Experimental Psychology,42,PSYCHOLOGY,4208,Experimental Psychology,"",06/11/14 08:42 AM,1990
421101,Physiological Psychology/Psychobiology,42,PSYCHOLOGY,4211,Physiological Psychology/Psychobiology,"",06/11/14 08:42 AM,2000
421701,School Psychology,42,PSYCHOLOGY,4217,School Psychology,"",06/11/14 08:42 AM,2000
422001,Clinical Child Psychology,42,PSYCHOLOGY,4220,Clinical Child Psychology,New in 2000,06/11/14 08:42 AM,2000
422201,Geropsychology,42,PSYCHOLOGY,4222,Geropsychology,New in 2000,06/11/14 08:42 AM,2000
430000,PROTECTIVE SERVICES,43,PROTECTIVE SERVICES,4300,PROTECTIVE SERVICES,"",06/11/14 08:42 AM,1990
430104,Criminal Justice/Safety Studies,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES",4301,Criminal Justice and Corrections,"",06/11/14 08:42 AM,2010
