site_id,site_name,tid
2287,"Glucose-dependent insulinotropic receptor, 7tm_1 domain",101133
2288,"Hepatocyte nuclear factor 4-alpha, Hormone_recep domain",101173
2289,"Intestinal alkaline phosphatase, Alk_phosphatase domain",12754
2290,"Intestinal alkaline phosphatase, Alk_phosphatase domain",101024
2291,"Nicotinamide N-methyltransferase, NNMT_PNMT_TEMT domain",105674
2292,"Peripheral plasma membrane protein CASK, Pkinase domain",104312
2293,"Pyroglutamylated RFamide peptide receptor, 7tm_1 domain",101356
2294,"Renilla-luciferin 2-monooxygenase, Abhydrolase_1 domain",105563
2295,"Serine/threonine-protein kinase 38-like, Pkinase domain",30048
2296,"Tyrosine-protein phosphatase yopH, Y_phosphatase domain",102996
2297,"Adrenomedullin receptor, AM2; CALCRL/RAMP3, 7tm_2 domain",104900
2298,"Adrenomedullin receptor, AM2; CALCRL/RAMP3, 7tm_2 domain",104910
2299,"Corticotropin releasing hormone receptor 2, 7tm_2 domain",102469
2300,"Dual specificity protein phosphatase CDC14A, DSPc domain",104140
2301,"Eukaryotic translation initiation factor 4E, IF4E domain",102451
2302,"Fibroblast activation protein alpha, Peptidase_S9 domain",100186
2303,"Heterogeneous nuclear ribonucleoprotein A1, RRM_1 domain",104463
2304,"Homeodomain-interacting protein kinase 1, Pkinase domain",101183
2305,"Homeodomain-interacting protein kinase 2, Pkinase domain",100852
2306,"Homeodomain-interacting protein kinase 4, Pkinase domain",103106
2307,"N-acylethanolamine-hydrolyzing acid amidase, CBAH domain",104545
2308,"NAD-dependent protein deacetylase sirtuin-6, SIR2 domain",105222
2309,"Peptidyl-prolyl cis-trans isomerase FKBP5, FKBP_C domain",104573
2310,"Serine/threonine-protein phosphatase, Metallophos domain",100181
2311,"Serine/threonine-protein phosphatase, Metallophos domain",103704
2312,"Thioredoxin reductase 1, cytoplasmic, Pyr_redox_2 domain",101420
2313,"Tyrosine-protein kinase receptor UFO, Pkinase_Tyr domain",100410
2314,"Growth hormone secretagogue receptor type 1, 7tm_1 domain",101153
2315,"Myosin light chain kinase family member 4, Pkinase domain",101182
2316,"Serine/threonine-protein kinase MRCK beta, Pkinase domain",101053
2317,"Serine/threonine-protein kinase PCTAIRE-1, Pkinase domain",30022
2318,"Serine/threonine-protein kinase PCTAIRE-2, Pkinase domain",101553
2319,"Serine/threonine-protein kinase PCTAIRE-3, Pkinase domain",100914
2320,"Serine/threonine-protein kinase PFTAIRE-1, Pkinase domain",101460
2321,"Serine/threonine-protein kinase PFTAIRE-2, Pkinase domain",101360
2322,"Transient receptor potential M8 protein, Ion_trans domain",103857
2323,"UDP-3-O-acyl-N-acetylglucosamine deacetylase, LpxC domain",105210
2324,"1,3-beta-D-glucan synthase subunit, Glucan_synthase domain",102801
2325,"Bone morphogenetic protein receptor type-2, Pkinase domain",100993
2326,"Cellular retinoic acid-binding protein I, Lipocalin domain",13028
2327,"Cyclin-dependent kinase 5/CDK5 activator 1, Pkinase domain",104294
2328,"Discoidin domain-containing receptor 2, Pkinase_Tyr domain",101079
2329,"Interleukin-1 receptor-associated kinase 3, Pkinase domain",101055
2330,"Protein phosphatase methylesterase 1, Abhydrolase_6 domain",103753
2331,"Protein phosphatase methylesterase 1, Abhydrolase_6 domain",105468
2332,"Serine/threonine-protein kinase MRCK gamma, Pkinase domain",101041
2333,"Serine/threonine-protein kinase TNNI3K, Pkinase_Tyr domain",101130
2334,"Thioredoxin reductase 2, mitochondrial, Pyr_redox_2 domain",101060
2335,"Tyrosine kinase non-receptor protein 2, Pkinase_Tyr domain",30023
2336,"Tyrosine-protein kinase receptor TYRO3, Pkinase_Tyr domain",100912
2337,"Tyrosine-protein kinase receptor Tie-1, Pkinase_Tyr domain",100906
2338,"Tyrosine-protein kinase receptor Tie-1, Pkinase_Tyr domain",104540
2339,"Vasoactive intestinal polypeptide receptor 1, 7tm_2 domain",100334
2340,"Vasoactive intestinal polypeptide receptor 1, 7tm_2 domain",104466
2341,"Vasoactive intestinal polypeptide receptor 2, 7tm_2 domain",100335
2342,"Bone morphogenetic protein receptor type-1A, Pkinase domain",100907
2343,"Bone morphogenetic protein receptor type-1B, Pkinase domain",101204
2344,"Cell division cycle 2-like protein kinase 6, Pkinase domain",101407
2345,"Cellular retinoic acid-binding protein II, Lipocalin domain",11781
2346,"Human immunodeficiency virus type 2 pol protein, rve domain",100052
2347,"Platelet-derived growth factor receptor, Pkinase_Tyr domain",104773
2348,"Platelet-derived growth factor receptor, Pkinase_Tyr domain",104860
2349,"Receptor tyrosine-protein kinase erbB-3, Pkinase_Tyr domain",102678
2350,"SNF-related serine/threonine-protein kinase, Pkinase domain",104315
2351,"Serine/threonine-protein kinase receptor R3, Pkinase domain",100909
2352,"Signal transducer and transcription activator 6, SH2 domain",105477
2353,"Sodium leak channel non-selective protein, Ion_trans domain",103783
2354,"Sphingolipid delta(4)-desaturase DES1, FA_desaturase domain",104516
2355,"GABA A receptor alpha-1/beta-1/gamma-2, Neur_chan_LBD domain",105087
2356,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",104921
2357,"GABA A receptor alpha-2/beta-2/gamma-2, Neur_chan_LBD domain",105021
2358,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",105038
2359,"GABA A receptor alpha-3/beta-2/gamma-2, Neur_chan_LBD domain",105042
2360,"GABA A receptor alpha-4/beta-3/gamma-2, Neur_chan_LBD domain",105121
2361,"GABA A receptor alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",105064
2362,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",105059
2363,"GABA A receptor alpha-6/beta-2/gamma-2, Neur_chan_LBD domain",105120
2364,"MAP/microtubule affinity-regulating kinase 4, Pkinase domain",101317
2365,"Multidrug resistance associated protein, ABC_membrane domain",104610
2366,"Serine/threonine-protein kinase PRP4 homolog, Pkinase domain",104313
2367,"Terminal deoxynucleotidyltransferase, DNA_pol_lambd_f domain",10832
2368,"AMP-activated protein kinase, alpha-1 subunit, Pkinase domain",11364
2369,"AMP-activated protein kinase, alpha-1 subunit, Pkinase domain",100073
2370,"AMP-activated protein kinase, alpha-2 subunit, Pkinase domain",10659
2371,"Calcitonin gene-related peptide type 1 receptor, 7tm_2 domain",19904
2372,"Calcitonin gene-related peptide type 1 receptor, 7tm_2 domain",100287
2373,"Calcitonin gene-related peptide type 1 receptor, 7tm_2 domain",104551
2374,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",104752
2375,"GABA-A receptor; alpha-1/beta-2/gamma-2, Neur_chan_LBD domain",104757
2376,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",104703
2377,"GABA-A receptor; alpha-2/beta-3/gamma-2, Neur_chan_LBD domain",104712
2378,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",104702
2379,"GABA-A receptor; alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",104704
2380,"GABA-A receptor; alpha-6/beta-3/gamma-2, Neur_chan_LBD domain",104774
2381,"Kynurenine--oxoglutarate transaminase 3, Aminotran_1_2 domain",104561
2382,"Long-chain fatty acid transport protein 1, AMP-binding domain",104580
2383,"Long-chain fatty acid transport protein 1, AMP-binding domain",104581
2384,"Mast/stem cell growth factor receptor Kit, Pkinase_Tyr domain",104538
2385,"Non-receptor tyrosine-protein kinase TNK1, Pkinase_Tyr domain",100951
2386,"Photoreceptor-specific nuclear receptor, Hormone_recep domain",100788
2387,"Sodium channel protein type I alpha subunit, Ion_trans domain",131
2388,"Sodium channel protein type I alpha subunit, Ion_trans domain",10558
2389,"Sodium channel protein type V alpha subunit, Ion_trans domain",12606
2390,"Zinc-activated ligand-gated ion channel, Neur_chan_LBD domain",103798
2391,"Equilibrative nucleoside transporter 1, Nucleoside_tran domain",100240
2392,"Inositol 1,4,5-trisphosphate receptor type 1, Ion_trans domain",17070
2393,"Mas-related G-protein coupled receptor member X1, 7tm_1 domain",101354
2394,"Mas-related G-protein coupled receptor member X2, 7tm_1 domain",101353
2395,"Multidrug resistance-associated protein 1, ABC_membrane domain",12030
2396,"Multidrug resistance-associated protein 4, ABC_membrane domain",104069
2397,"Multidrug resistance-associated protein 5, ABC_membrane domain",104559
2398,"PITSLRE serine/threonine-protein kinase CDC2L1, Pkinase domain",101338
2399,"PITSLRE serine/threonine-protein kinase CDC2L2, Pkinase domain",100976
2400,"Proto-oncogene tyrosine-protein kinase ROS, Pkinase_Tyr domain",101019
2401,"Proto-oncogene tyrosine-protein kinase ROS, Pkinase_Tyr domain",104542
2402,"Receptor-type tyrosine-protein kinase FLT3, Pkinase_Tyr domain",104536
2403,"Serine/threonine-protein kinase tousled-like 1, Pkinase domain",100969
2404,"Serine/threonine-protein kinase tousled-like 2, Pkinase domain",101179
2405,"Signal transducer and activator of transcription 1, SH2 domain",103862
2406,"Signal transducer and activator of transcription 3, SH2 domain",11472
2407,"Signal transducer and activator of transcription 3, SH2 domain",101177
2408,"Signal transducer and activator of transcription 6, SH2 domain",101176
2409,"Sodium channel protein type IX alpha subunit, Ion_trans domain",10972
2410,"ATP-binding cassette sub-family C member 8, ABC_membrane domain",104440
2411,"Fructose-bisphosphate aldoloase,  glycosomal, Glycolytic domain",100651
2412,"Histo-blood group ABO system transferase, Glyco_transf_6 domain",105628
2413,"Signal transducer and activator of transcription 5A, SH2 domain",101178
2414,"Sodium channel protein type XI alpha subunit , Ion_trans domain",18078
2415,"Voltage-gated potassium channel subunit Kv1.3, Ion_trans domain",10554
2416,"Voltage-gated potassium channel subunit Kv4.3, Ion_trans domain",11153
2417,"Voltage-gated potassium channel subunit Kv7.2, Ion_trans domain",10178
2418,"Voltage-gated potassium channel subunit Kv7.2, Ion_trans domain",10397
2419,"Voltage-gated potassium channel subunit Kv7.2, Ion_trans domain",100117
2420,"Voltage-gated potassium channel subunit Kv7.3, Ion_trans domain",12992
2421,"Voltage-gated potassium channel subunit Kv7.4, Ion_trans domain",11125
2422,"Voltage-gated potassium channel subunit Kv7.5, Ion_trans domain",12005
2423,"Acetylcholine receptor protein alpha chain, Neur_chan_LBD domain",10819
2424,"Mitogen-activated protein kinase kinase kinase 1, Pkinase domain",12276
2425,"Mitogen-activated protein kinase kinase kinase 2, Pkinase domain",102711
2426,"Mitogen-activated protein kinase kinase kinase 3, Pkinase domain",101399
2427,"Mitogen-activated protein kinase kinase kinase 4, Pkinase domain",30050
2428,"Mitogen-activated protein kinase kinase kinase 6, Pkinase domain",103452
2429,"Platelet-derived growth factor receptor beta, Pkinase_Tyr domain",11049
2430,"Ubiquitin carboxyl-terminal hydrolase BAP1, Peptidase_C12 domain",103747
2431,"Dual serine/threonine and tyrosine protein kinase, Pkinase domain",104317
2432,"Dual specificity testis-specific protein kinase 1, Pkinase domain",101030
2433,"Mitogen-activated protein kinase kinase kinase 15, Pkinase domain",103456
2434,"Sodium channel protein type VIII alpha subunit , Ion_trans domain",11760
2435,"Testis-specific serine/threonine-protein kinase 1, Pkinase domain",101408
2436,"Vascular endothelial growth factor receptor 1, Pkinase_Tyr domain",12413
2437,"Vascular endothelial growth factor receptor 2, Pkinase_Tyr domain",10980
2438,"Vascular endothelial growth factor receptor 2, Pkinase_Tyr domain",12469
2439,"Vascular endothelial growth factor receptor 2, Pkinase_Tyr domain",105645
2440,"Ectonucleoside triphosphate diphosphohydrolase 8, GDA1_CD39 domain",100955
2441,"Enoyl-[acyl-carrier-protein] reductase [NADH], adh_short_C2 domain",105186
2442,"Mitochondrial complex I; NADH oxidoreductase, Peptidase_S10 domain",100771
2443,"Enoyl-[acyl-carrier-protein] reductase [NADPH], adh_short_C2 domain",105434
2444,"Hormonally up-regulated neu tumor-associated kinase, Pkinase domain",104245
2445,"Neuronal acetylcholine receptor; alpha2/beta2, Neur_chan_LBD domain",104286
2446,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",104284
2447,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",104891
2448,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",104281
2449,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",104895
2450,"Neuronal acetylcholine receptor; alpha3/beta4, Neur_chan_LBD domain",104287
2451,"Neuronal acetylcholine receptor; alpha3/beta4, Neur_chan_LBD domain",104288
2452,"Neuronal acetylcholine receptor; alpha4/beta2, Neur_chan_LBD domain",104283
2453,"Neuronal acetylcholine receptor; alpha4/beta2, Neur_chan_LBD domain",104290
2454,"Neuronal acetylcholine receptor; alpha4/beta4, Neur_chan_LBD domain",104285
2455,"Neuronal acetylcholine receptor; alpha4/beta4, Neur_chan_LBD domain",104289
2456,"Neuronal acetylcholine recetpor; alpha2/beta2, Neur_chan_LBD domain",104897
2457,"Neuronal acetylcholine recetpor; alpha6/beta2, Neur_chan_LBD domain",104898
2458,"Nuclear receptor subfamily 0 group B member 1, Hormone_recep domain",104176
2459,"Nuclear receptor subfamily 2 group C member 2, Hormone_recep domain",101297
2460,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1, 7tm_2 domain",104890
2461,"Mitogen-activated protein kinase kinase kinase 7, Pkinase_Tyr domain",101324
2462,"Calcium-activated potassium channel subunit alpha-1, Ion_trans domain",100999
2463,"Epithelial discoidin domain-containing receptor 1, Pkinase_Tyr domain",100917
2464,"Mitogen-activated protein kinase kinase kinase 12, Pkinase_Tyr domain",104320
2465,"Mitogen-activated protein kinase kinase kinase 13, Pkinase_Tyr domain",103453
2466,"NAD-dependent protein deacylase sirtuin-5, mitochondrial, SIR2 domain",105223
2467,"Neuronal acetylcholine receptor subunit alpha-4, Neur_chan_LBD domain",101020
2468,"Neuronal acetylcholine receptor subunit alpha-6, Neur_chan_LBD domain",10634
2469,"Neuronal acetylcholine receptor subunit alpha-7, Neur_chan_LBD domain",101388
2470,"Neuronal acetylcholine receptor subunit alpha-7, Neur_chan_LBD domain",105184
2471,"Neuronal acetylcholine recetpor; alpha9/alpha10, Neur_chan_LBD domain",104899
2472,"Nicotinic acetylcholine receptor alpha1 subunit, Neur_chan_LBD domain",102619
2473,"Receptor-type tyrosine-protein phosphatase eta , Y_phosphatase domain",100595
2474,"Serine/threonine-protein kinase/endoribonuclease IRE1, Pkinase domain",103430
2475,"cAMP-dependent protein kinase alpha-catalytic subunit, Pkinase domain",12394
2476,"Acetylcholine receptor; alpha1/beta1/delta/gamma, Neur_chan_LBD domain",104282
2477,"Peroxisome proliferator activated receptor alpha, Hormone_recep domain",103089
2478,"Peroxisome proliferator-activated receptor alpha, Hormone_recep domain",10872
2479,"Peroxisome proliferator-activated receptor alpha, Hormone_recep domain",10959
2480,"Peroxisome proliferator-activated receptor delta, Hormone_recep domain",104408
2481,"Peroxisome proliferator-activated receptor gamma, Hormone_recep domain",104407
2482,"Potassium voltage-gated channel subfamily B member 2, Ion_trans domain",105607
2483,"Potassium voltage-gated channel subfamily C member 1, Ion_trans domain",105606
2484,"Receptor-interacting serine/threonine-protein kinase 4, Pkinase domain",101434
2485,"STE20/SPS1-related proline-alanine-rich protein kinase, Pkinase domain",103437
2486,"Tyrosine-protein phosphatase non-receptor type 5, Y_phosphatase domain",104486
2487,"Tyrosine-protein phosphatase non-receptor type 9, Y_phosphatase domain",102757
2488,"cAMP-dependent protein kinase beta-1 catalytic subunit, Pkinase domain",10207
2489,"Inhibitor of nuclear factor kappa-B kinase subunit beta, Pkinase domain",101417
2490,"Mitogen-activated protein kinase kinase kinase kinase 1, Pkinase domain",101312
2491,"Mitogen-activated protein kinase kinase kinase kinase 2, Pkinase domain",100947
2492,"Mitogen-activated protein kinase kinase kinase kinase 3, Pkinase domain",101188
2493,"Mitogen-activated protein kinase kinase kinase kinase 5, Pkinase domain",30049
2494,"Proto-oncogene tyrosine-protein kinase receptor Ret, Pkinase_Tyr domain",104539
2495,"Voltage-gated L-type calcium channel alpha-1C subunit, Ion_trans domain",17056
2496,"Voltage-gated L-type calcium channel alpha-1D subunit, Ion_trans domain",10515
2497,"Voltage-gated L-type calcium channel alpha-1S subunit, Ion_trans domain",100653
2498,"Alpha8 subunit of nicotinic acetylcholine receptor, Neur_chan_LBD domain",103785
2499,"Cystic fibrosis transmembrane conductance regulator, ABC_membrane domain",11540
2500,"Microtubule-associated serine/threonine-protein kinase 1, Pkinase domain",103457
2501,"NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor), Pkinase_Tyr domain",105079
2502,"Probable protein-cysteine N-palmitoyltransferase porcupine, MBOAT domain",103575
2503,"Eukaryotic translation initiation factor 2-alpha kinase 1, Pkinase domain",102667
2504,"Eukaryotic translation initiation factor 2-alpha kinase 3, Pkinase domain",102669
2505,"Eukaryotic translation initiation factor 2-alpha kinase 4, Pkinase domain",100925
2506,"Signal transducer and activator of transcription 1-alpha/beta, SH2 domain",102409
2507,"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase, LpxC domain",102546
2508,"Canalicular multispecific organic anion transporter 1, ABC_membrane domain",101311
2509,"Canalicular multispecific organic anion transporter 1, ABC_membrane domain",104617
2510,"Canalicular multispecific organic anion transporter 2, ABC_membrane domain",104623
2511,"Dual specificity mitogen-activated protein kinase kinase 3, Pkinase domain",10478
2512,"Dual specificity mitogen-activated protein kinase kinase 4, Pkinase domain",11047
2513,"Dual specificity mitogen-activated protein kinase kinase 5, Pkinase domain",10371
2514,"Dual specificity mitogen-activated protein kinase kinase 6, Pkinase domain",10235
2515,"Dual specificity mitogen-activated protein kinase kinase 7, Pkinase domain",12919
2516,"Inhibitor of nuclear factor kappa B kinase epsilon subunit, Pkinase domain",12915
2517,"Dual specificity tyrosine-phosphorylation-regulated kinase 4, Pkinase domain",103042
2518,"N-acetyllactosaminide alpha-1,3-galactosyltransferase, Glyco_transf_6 domain",104595
2519,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1, SH2 domain",101017
2520,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1, SH2 domain",101106
2521,"Dual specificity tyrosine-phosphorylation-regulated kinase 1B, Pkinase domain",101014
2522,"Neuronal acetylcholine receptor protein alpha-4 subunit, Neur_chan_LBD domain",10670
2523,"Neuronal acetylcholine receptor protein alpha-9 subunit, Neur_chan_LBD domain",10636
2524,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A, PDEase_I domain",104555
2525,"Putative uncharacterized serine/threonine-protein kinase SgK110, Pkinase domain",101073
2526,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",104894
2527,"Pituitary adenylate cyclase-activating polypeptide type I receptor, 7tm_2 domain",101174
2528,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK), Ion_trans domain",105509
2529,"Ankyrin repeat and protein kinase domain-containing protein 1, Pkinase_Tyr domain",101226
2530,"S-methylmethionine--homocysteine S-methyltransferase BHMT2, S-methyl_trans domain",105207
2531,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3), Ion_trans domain",105510
2532,"Solute carrier family 2, facilitated glucose transporter member 2, Sugar_tr domain",102691
2533,"Solute carrier family 2, facilitated glucose transporter member 5, Sugar_tr domain",102693
2534,"Transient receptor potential cation channel subfamily M member 8, Ion_trans domain",101263
2535,"Transient receptor potential cation channel subfamily V member 1, Ion_trans domain",104156
2536,"Transient receptor potential cation channel subfamily V member 2, Ion_trans domain",12516
2537,"Transient receptor potential cation channel subfamily V member 4, Ion_trans domain",11847
2538,"Transient receptor potential cation channel subfamily V member 4, Ion_trans domain",12018
2539,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial, Aminotran_1_2 domain",104560
2540,"Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2), Hist_deacetyl domain",105117
2541,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1, Ion_trans domain",104251
2542,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2, Ion_trans domain",104252
2543,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3, Ion_trans domain",104253
2544,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4, Ion_trans domain",103531
2545,"CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase), Pkinase domain",105067
2546,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN, DSPc domain",104574
2547,"Genome polyprotein, RdRP_3 domain",101007
2548,"Genome polyprotein, RdRP_3 domain",101425
2549,"GABA B receptor, ANF_receptor domain",105001
2550,"GABA-B receptor, ANF_receptor domain",104988
2551,"Calcium sensing receptor, 7tm_3 domain",282
2552,"Calcium sensing receptor, 7tm_3 domain",10489
2553,"Dihydrofolate reductase, DHFR_1 domain",10455
2554,"Dihydrofolate reductase, DHFR_1 domain",10457
2556,"Tyrosine-protein kinase LCK, SH2 domain",10140
2557,"Tyrosine-protein kinase SRC, SH2 domain",10434
2558,"Rous sarcoma virus integrase, rve domain",19605
2559,"Tyrosine-protein kinase ZAP-70 , SH2 domain",12214
2560,"Dihydrofolate reductase, Thymidylat_synt domain",10457
2561,"Metabotropic glutamate receptor 1, 7tm_3 domain",11279
2562,"Metabotropic glutamate receptor 1, 7tm_3 domain",12894
2563,"Metabotropic glutamate receptor 1, 7tm_3 domain",19642
2564,"Metabotropic glutamate receptor 2, 7tm_3 domain",11036
2565,"Metabotropic glutamate receptor 2, 7tm_3 domain",12895
2566,"Metabotropic glutamate receptor 3, 7tm_3 domain",10167
2567,"Metabotropic glutamate receptor 3, 7tm_3 domain",12449
2568,"Metabotropic glutamate receptor 4, 7tm_3 domain",11054
2569,"Metabotropic glutamate receptor 4, 7tm_3 domain",11891
2570,"Metabotropic glutamate receptor 5, 7tm_3 domain",11280
2571,"Metabotropic glutamate receptor 5, 7tm_3 domain",12476
2572,"Metabotropic glutamate receptor 5, 7tm_3 domain",103834
2573,"Metabotropic glutamate receptor 6, 7tm_3 domain",11055
2574,"Metabotropic glutamate receptor 7, 7tm_3 domain",12950
2575,"Tyrosine-protein kinase BMX, Pkinase_Tyr domain",30016
2576,"Tyrosine-protein kinase BRK, Pkinase_Tyr domain",30026
2577,"Tyrosine-protein kinase CTK, Pkinase_Tyr domain",11868
2578,"Tyrosine-protein kinase FER, Pkinase_Tyr domain",30007
2579,"Tyrosine-protein kinase FRK, Pkinase_Tyr domain",30012
2580,"Tyrosine-protein kinase Fgr, Pkinase_Tyr domain",104535
2581,"Tyrosine-protein kinase SRC, Pkinase_Tyr domain",11896
2582,"Tyrosine-protein kinase ABL2, Pkinase_Tyr domain",11209
2583,"Tyrosine-protein kinase Lyn , Pkinase_Tyr domain",12470
2584,"Tyrosine-protein kinase Srms, Pkinase_Tyr domain",101508
2585,"Tyrosine-protein kinase ZAP-70, Pkinase_Tyr domain",104541
2586,"Uridine 5'-monophosphate synthase, OMPdecase domain",101114
2587,"Glutamate NMDA receptor; GRIN1/GRIN2A, Lig_chan domain",104298
2588,"Glutamate NMDA receptor; GRIN1/GRIN2B, Lig_chan domain",104297
2589,"Glutamate receptor ionotropic, AMPA 1, Lig_chan domain",100001
2590,"Glutamate receptor ionotropic, AMPA 2, Lig_chan domain",11221
2591,"Glutamate receptor ionotropic, AMPA 2, Lig_chan domain",12546
2592,"Glutamate receptor ionotropic, AMPA 3, Lig_chan domain",10429
2593,"Glutamate receptor ionotropic, AMPA 3, Lig_chan domain",12012
2594,"Glutamate receptor ionotropic, AMPA 4, Lig_chan domain",11668
2595,"Glutamate receptor ionotropic, AMPA 4, Lig_chan domain",12615
2596,"Metabotropic glutamate receptor 3, ANF_receptor domain",12449
2597,"Metabotropic glutamate receptor 7, ANF_receptor domain",12956
2598,"Glutamate receptor ionotropic kainate 1, Lig_chan domain",12376
2599,"Glutamate receptor ionotropic kainate 1, Lig_chan domain",12518
2600,"Glutamate receptor ionotropic kainate 2, Lig_chan domain",11762
2601,"Glutamate receptor ionotropic kainate 2, Lig_chan domain",12378
2602,"Glutamate receptor ionotropic kainate 3, Lig_chan domain",12900
2603,"Glutamate receptor ionotropic kainate 3, Lig_chan domain",11223
2604,"Glutamate receptor ionotropic kainate 5, Lig_chan domain",11759
2605,"Glutamate receptor ionotropic kainate 5, Lig_chan domain",12547
2606,"Glutamate (NMDA) receptor subunit zeta 1, Lig_chan domain",161
2607,"Glutamate (NMDA) receptor subunit zeta 1, Lig_chan domain",12865
2608,"Atrial natriuretic peptide receptor A, ANF_receptor domain",244
2609,"Glutamate NMDA receptor; GRIN1/GRIN2B, ANF_receptor domain",104297
2610,"Glutamate NMDA receptor; Grin1/Grin2b, ANF_receptor domain",104821
2611,"Cytoplasmic tyrosine-protein kinase BMX, Pkinase_Tyr domain",104533
2612,"Glutamate [NMDA] receptor subunit epsilon 2, Lig_chan domain",12103
2613,"Glutamate [NMDA] receptor subunit epsilon 3, Lig_chan domain",100000
2614,"Receptor-type tyrosine-protein phosphatase gamma, Y_phosphatase domain",100629
2615,"Bifunctional dihydrofolate reductase-thymidylate synthase, DHFR_1 domain",103459
2616,GABA A binding site,104688
2617,Benzodiazepine binding site,104688
2618,Barbiturate binding site,104688
2619,Benzodiazepine binding site,105087
2620,16S ribosomal RNA,105830
2621,23S ribosomal RNA,105830
2622,23S ribosomal RNA,105832
2623,16S/23S ribosomal RNA interface,105944
2624,23S ribosomal RNA,106001
2625,50S ribosomal protein L3,106082
2626,50S ribosomal protein L3,106075
2627,Beta tubulin vinca binding domain,104766
2628,Beta tubulin colchine binding site,104766
2629,Beta tubulin paclitaxel binding site,104766
2630,Beta tubulin,106199
2631,Beta tubulin,106200
2632,Beta tubulin,106201
2633,26S proteosome beta-5 subunit,106197
2634,Amiloride-sensitive sodium channel alpha subunit,104888
2635,Calcitonin receptor,104908
2636,Calcitonin receptor,106152
2637,Calcitonin receptor,104909
2638,RNA polymerase beta/beta prime subunit,106172
2639,Glycine receptor alpha subunit,105747
2640,GMCSF receptor alpha subunit,106148
2641,Integrin alpha-4 subunit,104293
2642,Integrin alpha-4 subunit,104768
2643,Integrin beta-3 subunit,104685
2644,Integrin alpha-L subunit,106151
2645,Integrin beta-3 subunit,104292
2646,Interleukin-12 beta subunit,106132
2647,Interleukin-2 alpha/beta subunit,106146
2648,Interleukin-2 alpha subunit,106146
2649,Interleukin-23 beta subunit,106133
2650,Microsomal triglyceride transfer protein large subunit,106181
2651,K-ATPase alpha subunit,104758
2652,Ribonucleoside-diphosphate reductase M1 subunit,104791
2653,K/Na-ATPase alpha subunit,104770
2654,Soluble guanylate cyclase beta subunit,105048
2655,Sulfonylurea receptor 2,104782
2656,CD3 epsilon subunit,106147
2657,Calcium channel alpha-2/delta-1 subunit,105734
2658,Ribonucleoside-diphosphate reductase M2 subunit,104791
2659,30S ribosomal protein S1,105944
2660,"TyR1, 7tm_1 domain",105551
2661,"Protease, RVP domain",106661
2662,"Integrase, rve domain",106649
2663,"Acrosin, Trypsin domain",108297
2664,"FML2_HUMAN, 7tm_1 domain",102415
2665,"Arginase, Arginase domain",107995
2666,"Neuraminidase, Neur domain",108266
2667,"Arginase-1, Arginase domain",108287
2668,"NS5B protein, RdRP_3 domain",106647
2669,"Beta-secretase 1, Asp domain",108314
2670,"Beta-secretase 1, Asp domain",108394
2671,"CDK1/Cyclin A, Pkinase domain",107893
2672,"CDK2/Cyclin A, Pkinase domain",107895
2673,"CDK3/Cyclin E, Pkinase domain",107897
2674,"CDK9/Cyclin K, Pkinase domain",107901
2675,"JAK1/TYK2, Pkinase_Tyr domain",108405
2676,"JAK3/JAK1, Pkinase_Tyr domain",107917
2677,"Kallikrein 14, Trypsin domain",10854
2678,"Pyridoxal kinase, PfkB domain",103125
