,type,regex,randomString
403,dates and time,"(^([0-9]|[0-1][0-9]|[2][0-3]):([0-5][0-9])(\s{0,1})([AM|PM|am|pm]{2,2})$)|(^([0-9]|[1][0-9]|[2][0-3])(\s{0,1})([AM|PM|am|pm]{2,2})$)",02:57aP
404,dates and time,"^(0{0,1}[1-9]|[12][0-9]|3[01])[- /.](0{0,1}[1-9]|1[012])[- /.](\d{2}|\d{4})$",15 04 35
405,dates and time,"^((((19|20)(([02468][048])|([13579][26]))-02-29))|((20[0-9][0-9])|(19[0-9][0-9]))-((((0[1-9])|(1[0-2]))-((0[1-9])|(1\d)|(2[0-8])))|((((0[13578])|(1[02]))-31)|(((0[1,3-9])|(1[0-2]))-(29|30)))))$",1965-09-29
406,dates and time,^([0-1]?\d|2[0-3]):([0-5]\d)$,20:47
408,dates and time,[-+]((0[0-9]|1[0-3]):([03]0|45)|14:00),-06:30
409,dates and time,"^(20|21|22|23|[01]\d|\d)(([:.][0-5]\d){1,2})$",6:39
410,dates and time,"^(((((0[1-9])|(1\d)|(2[0-8]))/((0[1-9])|(1[0-2])))|((31/((0[13578])|(1[02])))|((29|30)/((0[1,3-9])|(1[0-2])))))/((20[0-9][0-9]))|((((0[1-9])|(1\d)|(2[0-8]))/((0[1-9])|(1[0-2])))|((31/((0[13578])|(1[02])))|((29|30)/((0[1,3-9])|(1[0-2])))))/((19[0-9][0-9]))|(29/02/20(([02468][048])|([13579][26])))|(29/02/19(([02468][048])|([13579][26]))))$",29/06/2009
411,dates and time,^(((0[1-9]|[12]\d|3[01])\/(0[13578]|1[02])\/(\d{2}))|((0[1-9]|[12]\d|30)\/(0[13456789]|1[012])\/(\d{2}))|((0[1-9]|1\d|2[0-8])\/02\/(\d{2}))|(29\/02\/((0[48]|[2468][048]|[13579][26])|(00))))$,05/10/73
413,dates and time,^((((0[13578])|([13578])|(1[02]))[\/](([1-9])|([0-2][0-9])|(3[01])))|(((0[469])|([469])|(11))[\/](([1-9])|([0-2][0-9])|(30)))|((2|02)[\/](([1-9])|([0-2][0-9]))))[\/]\d{4}$|^\d{4}$,08/2/2451
415,dates and time,^(([8]))$|^((([0-7]))$|^((([0-7])).?((25)|(50)|(5)|(75)|(0)|(00))))$,2
416,dates and time,"^(\d{1,2})(\s?(H|h)?)(:([0-5]\d))?$",41H:25
417,dates and time,"^(?:(((Jan(uary)?|Ma(r(ch)?|y)|Jul(y)?|Aug(ust)?|Oct(ober)?|Dec(ember)?)\ 31)|((Jan(uary)?|Ma(r(ch)?|y)|Apr(il)?|Ju((ly?)|(ne?))|Aug(ust)?|Oct(ober)?|(Sept|Nov|Dec)(ember)?)\ (0?[1-9]|([12]\d)|30))|(Feb(ruary)?\ (0?[1-9]|1\d|2[0-8]|(29(?=,\ ((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)))))))\,\ ((1[6-9]|[2-9]\d)\d{2}))","February 12, 1745"
418,dates and time,^(((0[13578]|10|12)([-./])(0[1-9]|[12][0-9]|3[01])([-./])(\d{4}))|((0[469]|11)([-./])([0][1-9]|[12][0-9]|30)([-./])(\d{4}))|((02)([-./])(0[1-9]|1[0-9]|2[0-8])([-./])(\d{4}))|((02)(\.|-|\/)(29)([-./])([02468][048]00))|((02)([-./])(29)([-./])([13579][26]00))|((02)([-./])(29)([-./])([0-9][0-9][0][48]))|((02)([-./])(29)([-./])([0-9][0-9][2468][048]))|((02)([-./])(29)([-./])([0-9][0-9][13579][26])))$,02/29/7888
419,dates and time,^( [1-9]|[1-9]|0[1-9]|10|11|12)[0-5]\d$,1047
420,dates and time,^(?:(?:(?:0?[13578]|1[02])(\/|-|\.)31)\1|(?:(?:0?[13-9]|1[0-2])(\/|-|\.)(?:29|30)\2))(?:(?:1[6-9]|[2-9]\d)?\d{2})$|^(?:0?2(\/|-|\.)29\3(?:(?:(?:1[6-9]|[2-9]\d)?(?:0[48]|[2468][048]|[13579][26])|(?:(?:16|[2468][048]|[3579][26])00))))$|^(?:(?:0?[1-9])|(?:1[0-2]))(\/|-|\.)(?:0?[1-9]|1\d|2[0-8])\4(?:(?:1[6-9]|[2-9]\d)?\d{2})$,10.03.61
421,dates and time,^([0-1][0-9]|[2][0-3]):([0-5][0-9])$,02:15
422,dates and time,^(20|21|22|23|[0-1]\d)[0-5]\d$,2122
423,dates and time,^(0[1-9]|1[0-2])\/((0[1-9]|2\d)|3[0-1])\/(19\d\d|200[0-3])$,09/01/2001
424,dates and time,"^((((([13578])|(1[0-2]))[\-\/\s]?(([1-9])|([1-2][0-9])|(3[01])))|((([469])|(11))[\-\/\s]?(([1-9])|([1-2][0-9])|(30)))|(2[\-\/\s]?(([1-9])|([1-2][0-9]))))[\-\/\s]?\d{4})(\s((([1-9])|(1[02]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])\s))([AM|PM|am|pm]{2,2})))?$",26133112:19:41 aA
425,dates and time,(((0[13578]|10|12)([-./])(0[1-9]|[12][0-9]|3[01])([-./])(\d{4}))|((0[469]|11)([-./])([0][1-9]|[12][0-9]|30)([-./])(\d{4}))|((2)([-./])(0[1-9]|1[0-9]|2[0-8])([-./])(\d{4}))|((2)(\.|-|\/)(29)([-./])([02468][048]00))|((2)([-./])(29)([-./])([13579][26]00))|((2)([-./])(29)([-./])([0-9][0-9][0][48]))|((2)([-./])(29)([-./])([0-9][0-9][2468][048]))|((2)([-./])(29)([-./])([0-9][0-9][13579][26]))),2-29-8400
426,dates and time,((0[1-9])|(1[02]))/\d{2},10/47
427,dates and time,"^((((0?[13578])|(1[02]))[\/|\-]?((0?[1-9]|[0-2][0-9])|(3[01])))|(((0?[469])|(11))[\/|\-]?((0?[1-9]|[0-2][0-9])|(30)))|(0?[2][\/\-]?(0?[1-9]|[0-2][0-9])))[\/\-]?\d{2,4}$",9-30850
428,dates and time,^(Sun|Mon|(T(ues|hurs))|Fri)(day|\.)?$|Wed(\.|nesday)?$|Sat(\.|urday)?$|T((ue?)|(hu?r?))\.?$,Fri.
429,dates and time,^(([0]?[1-9]|1[0-2])/([0-2]?[0-9]|3[0-1])/[1-2]\d{3})? ?((([0-1]?\d)|(2[0-3])):[0-5]\d)?(:[0-5]\d)? ?(AM|am|PM|pm)?$,10/05/211213:43 
430,dates and time,"^(?:(?:(?:0?[1-9]|1\d|2[0-8])\/(?:0?[1-9]|1[0-2]))\/(?:(?:1[6-9]|[2-9]\d)\d{2}))$|^(?:(?:(?:31\/0?[13578]|1[02])|(?:(?:29|30)\/(?:0?[1,3-9]|1[0-2])))\/(?:(?:1[6-9]|[2-9]\d)\d{2}))$|^(?:29\/0?2\/(?:(?:(?:1[6-9]|[2-9]\d)(?:0[48]|[2468][048]|[13579][26]))))$",8/12/8490
431,dates and time,^\d{2}\s{1}(Jan|Feb|Mar|Apr|May|Jun|Jul|Apr|Sep|Oct|Nov|Dec)\s{1}\d{4}$,83Apr4424
432,dates and time,(((0[1-9]|[12][0-9]|3[01])([/])(0[13578]|10|12)([/])(\d{4}))|(([0][1-9]|[12][0-9]|30)([/])(0[469]|11)([/])(\d{4}))|((0[1-9]|1[0-9]|2[0-8])([/])(02)([/])(\d{4}))|((29)(\.|-|\/)(02)([/])([02468][048]00))|((29)([/])(02)([/])([13579][26]00))|((29)([/])(02)([/])([0-9][0-9][0][48]))|((29)([/])(02)([/])([0-9][0-9][2468][048]))|((29)([/])(02)([/])([0-9][0-9][13579][26]))),29/02/9972
433,dates and time,"^((((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|([1-2][0-9]))))[\-\/\s]?\d{2}(([02468][048])|([13579][26])))|(((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|(1[0-9])|(2[0-8]))))[\-\/\s]?\d{2}(([02468][1235679])|([13579][01345789]))))(\s(((0?[1-9])|(1[0-2]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])\s))([AM|PM|am|pm]{2,2})))?$",330-2872	9:45:36a|
434,dates and time,^(3[0-1]|2[0-9]|1[0-9]|0[1-9])[\s{1}|\/|-](Jan|JAN|Feb|FEB|Mar|MAR|Apr|APR|May|MAY|Jun|JUN|Jul|JUL|Aug|AUG|Sep|SEP|Oct|OCT|Nov|NOV|Dec|DEC)[\s{1}|\/|-]\d{4}$,08DEC3492
436,dates and time,^([0-9]{2})(00[1-9]|0[1-9][0-9]|[1-2][0-9][0-9]|3[0-5][0-9]|36[0-6])$,30090
437,dates and time,^((31(?! (FEB|APR|JUN|SEP|NOV)))|((30|29)(?! FEB))|(29(?= FEB (((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)))))|(0?[1-9])|1\d|2[0-8]) (JAN|FEB|MAR|MAY|APR|JUL|JUN|AUG|OCT|SEP|NOV|DEC) ((1[6-9]|[2-9]\d)\d{2})$,29 FEB 6000 FEB 8152
438,dates and time,"^(((\d{4}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|((\d{2}[02468][048]|\d{2}[13579][26]))0229)){0,8}$",5016022966520229
439,dates and time,"^(Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec)\,*\s\s*\d{4}$|^(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)\,*\s\d{4}$|^(January|February|March|April|May|June|July|August|September|October|November|December)\,*\s\d{4}$|^(january|february|march|april|may|june|july|august|september|october|november|december)\,*\s\d{4}$","march,,,,,,,1772"
440,dates and time,^(([0-9])|([0-1][0-9])|([2][0-3])):?([0-5][0-9])$,2016
441,dates and time,(^((((0[1-9])|([1-2][0-9])|(3[0-1]))|([1-9]))\x2F(((0[1-9])|(1[0-2]))|([1-9]))\x2F(([0-9]{2})|(((19)|([2]([0]{1})))([0-9]{2}))))$),3/4/69
442,dates and time,^(([0-9])|([0-1][0-9])|([2][0-3])):(([0-9])|([0-5][0-9]))$,2:38
444,dates and time,^(([1-9]{1})|([0-1][1-2])|(0[1-9])|([1][0-2])):([0-5][0-9])(([aA])|([pP]))[mM]$,08:59pm
445,dates and time,^((31(?!\ (Apr(il)?|June?|(Sept|Nov)(ember)?)))|((30|29)(?!\ Feb(ruary)?))|(29(?=\ Feb(ruary)?\ (((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)))))|(0?[1-9])|1\d|2[0-8])\ (Jan(uary)?|Feb(ruary)?|Ma(r(ch)?|y)|Apr(il)?|Ju((ly?)|(ne?))|Aug(ust)?|Oct(ober)?|(Sept|Nov|Dec)(ember)?)\ ((1[6-9]|[2-9]\d)\d{2})$,31 Aug 4356
446,dates and time,"(^(((([1-9])|([0][1-9])|([1-2][0-9])|(30))\-([A,a][P,p][R,r]|[J,j][U,u][N,n]|[S,s][E,e][P,p]|[N,n][O,o][V,v]))|((([1-9])|([0][1-9])|([1-2][0-9])|([3][0-1]))\-([J,j][A,a][N,n]|[M,m][A,a][R,r]|[M,m][A,a][Y,y]|[J,j][U,u][L,l]|[A,a][U,u][G,g]|[O,o][C,c][T,t]|[D,d][E,e][C,c])))\-[0-9]{4}$)|(^(([1-9])|([0][1-9])|([1][0-9])|([2][0-8]))\-([F,f][E,e][B,b])\-[0-9]{2}(([02468][1235679])|([13579][01345789]))$)|(^(([1-9])|([0][1-9])|([1][0-9])|([2][0-9]))\-([F,f][E,e][B,b])\-[0-9]{2}(([02468][048])|([13579][26]))$)","02-J,,-5067"
447,dates and time,29\sFebruary\s((0[48]|[2468][048]|[13579][26])00|[0-9]{2}(0[48]|[2468][048]|[13579][26])),29February	3864
448,dates and time,^(([1-9]{1})|([0-1][0-9])|([1-2][0-3])):([0-5][0-9])$,6:35
450,dates and time,"^([0]\d|[1][0-2])\/([0-2]\d|[3][0-1])\/([2][01]|[1][6-9])\d{2}(\s([0]\d|[1][0-2])(\:[0-5]\d){1,2})*\s*([aApP][mM]{0,2})?$",04/30/2085	08:09	11:07:23	03:58:36 03:39:05	
451,dates and time,^(([0]?[1-9]|1[0-2])(:)([0-5][0-9]))$,12:11
452,dates and time,^ *(1[0-2]|[1-9]):[0-5][0-9] *(a|p|A|P)(m|M) *$,     11:08  Pm  
453,dates and time,"^(?:(?:31(\/|-|\.)(?:0?[13578]|1[02]))\1|(?:(?:29|30)(\/|-|\.)(?:0?[1,3-9]|1[0-2])\2))(?:(?:1[6-9]|[2-9]\d)?\d{2})$|^(?:29(\/|-|\.)0?2\3(?:(?:(?:1[6-9]|[2-9]\d)?(?:0[48]|[2468][048]|[13579][26])|(?:(?:16|[2468][048]|[3579][26])00))))$|^(?:0?[1-9]|1\d|2[0-8])(\/|-|\.)(?:(?:0?[1-9])|(?:1[0-2]))\4(?:(?:1[6-9]|[2-9]\d)?\d{2})$",30.12.9916
454,dates and time,"(^([0-9]|[0-1][0-9]|[2][0-3]):([0-5][0-9])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)|(^([0-9]|[1][0-9]|[2][0-3])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)",10Pmm
455,dates and time,"([0-9]{4})-([0-9]{1,2})-([0-9]{1,2})",8191-03-88
456,dates and time,^([2][0]\d{2}\/([0]\d|[1][0-2])\/([0-2]\d|[3][0-1]))$|^([2][0]\d{2}\/([0]\d|[1][0-2])\/([0-2]\d|[3][0-1])\s([0-1]\d|[2][0-3])\:[0-5]\d\:[0-5]\d)$,2017/10/12 22:22:10
457,dates and time,^(([0]?[0-5][0-9]|[0-9]):([0-5][0-9]))$,49:10
458,dates and time,((^(10|12|0?[13578])([/])(3[01]|[12][0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(11|0?[469])([/])(30|[12][0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)([/])(2[0-8]|1[0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)([/])(29)([/])([2468][048]00)$)|(^(0?2)([/])(29)([/])([3579][26]00)$)|(^(0?2)([/])(29)([/])([1][89][0][48])$)|(^(0?2)([/])(29)([/])([2-9][0-9][0][48])$)|(^(0?2)([/])(29)([/])([1][89][2468][048])$)|(^(0?2)([/])(29)([/])([2-9][0-9][2468][048])$)|(^(0?2)([/])(29)([/])([1][89][13579][26])$)|(^(0?2)([/])(29)([/])([2-9][0-9][13579][26])$)),02/29/3200
459,dates and time,^(([0]?[1-9]|[1][0-2])[\/|\-|\.]([0-2]\d|[3][0-1]|[1-9])[\/|\-|\.]([2][0])?\d{2}\s+((([0][0-9]|[1][0-2]|[0-9])[\:|\-|\.]([0-5]\d)\s*([aApP][mM])?)|(([0-1][0-9]|[2][0-3]|[0-9])[\:|\-|\.]([0-5]\d))))$,12/5.2034 	 02:08	  
460,dates and time,^([1][12]|[0]?[1-9])[\/-]([3][01]|[12]\d|[0]?[1-9])[\/-](\d{4}|\d{2})$,1-30-29
461,dates and time,^((([0]?[1-9]|1[0-2])(:|\.)(00|15|30|45)?( )?(AM|am|aM|Am|PM|pm|pM|Pm))|(([0]?[0-9]|1[0-9]|2[0-3])(:|\.)(00|15|30|45)?))$,4:15
462,dates and time,"^\d{1,2}\/\d{2,4}$",37/9154
463,dates and time,^(|(0[1-9])|(1[0-2]))\/((0[1-9])|(1\d)|(2\d)|(3[0-1]))\/((\d{4}))$,10/20/0004
464,dates and time,^((((0[13578])|(1[02]))[\/]?(([0-2][0-9])|(3[01])))|(((0[469])|(11))[\/]?(([0-2][0-9])|(30)))|(02[\/]?[0-2][0-9]))[\/]?\d{4}$,11/06/0648
465,misc,"^\(\d{1,2}(\s\d{1,2}){1,2}\)\s(\d{1,2}(\s\d{1,2}){1,2})((-(\d{1,4})){0,1})$",(5817)82-8498
466,misc,^(ac|AC|al|AL|am|AM|ap|AP|ba|BA|ce|CE|df|DF|es|ES|go|GO|ma|MA|mg|MG|ms|MS|mt|MT|pa|PA|pb|PB|pe|PE|pi|PI|pr|PR|rj|RJ|rn|RN|ro|RO|rr|RR|rs|RS|sc|SC|se|SE|sp|SP|to|TO)$,MS
467,misc,"^(\d{5}((|-)-\d{4})?)|([A-Za-z]\d[A-Za-z][\s\.\-]?(|-)\d[A-Za-z]\d)|[A-Za-z]{1,2}\d{1,2}[A-Za-z]? \d[A-Za-z]{2}$",k5b6I9
468,misc,"^(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])$",215.125.250.79
469,misc,((\(\d{3}\) ?)|(\d{3}-))?\d{3}-\d{4},497-345-1073
470,misc,"^(?=.*\d).{4,8}$",",""N7~v~9m%>QL"
471,misc,"^(([a-zA-Z]:|\\)\\)?(((\.)|(\.\.)|([^\\/:\*\?""\|<>\. ](([^\\/:\*\?""\|<>\. ])|([^\\/:\*\?""\|<>]*[^\\/:\*\?""\|<>\. ]))?))\\)*[^\\/:\*\?""\|<>\. ](([^\\/:\*\?""\|<>\. ])|([^\\/:\*\?""\|<>]*[^\\/:\*\?""\|<>\. ]))?$","\\kG\Yy,\..\0c\.\.\.\a\S"
472,misc,"^([a-zA-Z0-9@*#]{8,15})$",dDmrmFO8
473,misc,^\(?[\d]{3}\)?[\s-]?[\d]{3}[\s-]?[\d]{4}$,(163)8169676
474,misc,^([0-9a-fA-F][0-9a-fA-F]:){5}([0-9a-fA-F][0-9a-fA-F])$,FB:aE:Ac:0F:CF:fe
475,misc,(\s*\(?0\d{4}\)?\s*\d{6}\s*)|(\s*\(?0\d{3}\)?\s*\d{3}\s*\d{4}\s*),  	 05925 	 	852112   	
476,misc,\d{2}.?\d{3}.?\d{3}/?\d{4}-?\d{2},55]426v205425904
477,misc,^\d{5}(-\d{4})?$,67997
478,misc,^\D?(\d{3})\D?\D?(\d{3})\D?(\d{4})$,920909B8900
479,misc,^[0-9]{2}[-][0-9]{2}[-][0-9]{2}$,57-65-44
480,misc,^\d{3}\s?\d{3}$,057839
481,misc,^\d{3}-\d{7}[0-6]{1}$,650-24741873
482,misc,^([a-z0-9]{32})$,p5pum1vdxpfc91yyslg516w8bjafs0c3
483,misc,([0-1])*$,
484,misc,^([A-Za-z]\d[A-Za-z][-]?\d[A-Za-z]\d),s9h-1X5
485,misc,^[0-9](\.[0-9]+)?$,0.02584294
486,misc,^(\(?\+?[0-9]*\)?)?[0-9_\- \(\)]*$,(+2674) 795517
487,misc,"(?:\d|I{1,3})?\s?\w{2,}\.?\s*\d{1,}\:\d{1,}-?,?\d{0,2}(?:,\d{0,2}){0,2}","fEbeeKv  87920:9004,93"
488,misc,\d{4}-?\d{4}-?\d{4}-?\d{4},2998-4200-04419022
489,misc,"^[a-zA-Z]{1,2}[0-9][0-9A-Za-z]{0,1} {0,1}[0-9][A-Za-z]{2}$",f74Qt
490,misc,"^([A-PR-UWYZ0-9][A-HK-Y0-9][AEHMNPRTVXY0-9]?[ABEHMNPRVWXY0-9]? {1,2}[0-9][ABD-HJLN-UW-Z]{2}|GIR 0AA)$",GIR 0AA
491,misc,"^(?=.*\d)(?=.*[a-z])(?=.*[A-Z])(?!.*\s).{4,8}$","hjPP""5v;Tj0/1y~voZ+DG0VL"
492,misc,^([0-9]{2})?(\([0-9]{2})\)([0-9]{3}|[0-9]{4})-[0-9]{4}$,67(65)562-3331
493,misc,"^[a-zA-Z]+(([\'\,\.\- ][a-zA-Z ])?[a-zA-Z]*)*$",yscEwXDU UggupUBzsUr
494,misc,^[A-Za-z]{2}[0-9]{6}[A-Za-z]{1}$,Cs956194M
495,misc,\u00AE,®
496,misc,^[a-zA-Z0-9]+$,gboz
498,misc,([0-7])*$,1510216046
499,misc,^[1-9]{1}[0-9]{3} ?[A-Z]{2}$,7145OD
500,misc,(\[[Ii][Mm][Gg]\])(\S+?)(\[\/[Ii][Mm][Gg]\]),[Img]DC:kL_[/ImG]
501,misc,(\/\/--&gt;\s*)?&lt;\/?SCRIPT([^&gt;]*)&gt;(\s*&lt;!--\s)?,//--&gt; &lt;/SCRIPT(ezJV&gt;
502,misc,^(1|2|3)((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229)(\d{5})$,136022999677
503,misc,"^([A-Z|a-z]{2}\s{1}\d{2}\s{1}[A-Z|a-z]{1,2}\s{1}\d{1,4})?([A-Z|a-z]{3}\s{1}\d{1,4})?$",
504,misc,^(eth[0-9]$)|(^eth[0-9]:[1-9]$),eth1
505,misc,^[{|\(]?[0-9a-fA-F]{8}[-]?([0-9a-fA-F]{4}[-]?){3}[0-9a-fA-F]{12}[\)|}]?$,0aDcc56e-1Bd1-66A1-be939dCbfCFaa4DF}
506,misc,\u00A3,£
507,misc,\u221E,∞
509,misc,\u00A5,¥
510,misc,\b(([01]?\d?\d|2[0-4]\d|25[0-5])\.){3}([01]?\d?\d|2[0-4]\d|25[0-5])\b,255.36.253.255
511,misc,^(([\w][\w\-\.]*)\.)?([\w][\w\-]+)(\.([\w][\w\.]*))?$,gd9DKE7MxH0.apavH
512,misc,^((Fred|Wilma)\s+Flintstone|(Barney|Betty)\s+Rubble)$,Wilma  Flintstone
513,misc,<img([^>]*[^/])>,<imgXWj>
514,misc,\{CHBLOCK\:(.*?\}),{CHBLOCK:vsl^q}
515,misc,\u20AC,€
516,misc,\u2122,™
517,misc,[:]{1}[-~+o]?[)&gt;]+,:&t;
518,misc,"^([a-zA-Z.\s']{1,50})$",OzbMBl
519,misc,^07([\d]{3})[(\D\s)]?[\d]{3}[(\D\s)]?[\d]{3}$,07699D373F167
520,misc,^[+]447\d{9}$,+447371783164
521,misc,^(\+[1-9][0-9]*(\([0-9]*\)|-[0-9]*-))?[0]?[1-9][0-9\- ]*$,+73030026(038706)05171
522,misc,&lt;/?(\w+)(\s+\w+=(\w+|&quot;[^&quot;]*&quot;|'[^']*'))*&gt;,&lt;qsmox		 	C0CH='){lsD.'  a1Q_rM8hWv=&quot;i3FK$sc&quot;   	  65gd8D2=')i'	UmPyJ='s~ Y@' _vN48veQFT=&quot;s&quot;&gt;
523,misc,^([ \u00c0-\u01ffa-zA-Z'])+$,ƙ
524,misc,<script[^>]*>[\w|\t|\r|\W]*</script>,<script]`(}j=mb>;civ2|</script>
525,misc,^(V-|I-)?[0-9]{4}$,V-1633
526,misc,(^(4|5)\d{3}-?\d{4}-?\d{4}-?\d{4}|(4|5)\d{15})|(^(6011)-?\d{4}-?\d{4}-?\d{4}|(6011)-?\d{12})|(^((3\d{3}))-\d{6}-\d{5}|^((3\d{14}))),3817-381006-48245
527,misc,"^([\(]{1}[0-9]{3}[\)]{1}[ |\-]{0,1}|^[0-9]{3}[\-| ])?[0-9]{3}(\-| ){1}[0-9]{4}$",453-1032
528,misc,[^abc],+
529,misc,"^[a-zA-Z]\w{3,14}$",LmVHVAzm
530,misc,^\d{5}-\d{4}$,51265-2491
531,misc,^[A-Z]{1}( |-)?[1-9]{1}[0-9]{3}$,Y3984
532,misc,"^.{4,8}$",28c 
533,misc,^\d{5}$,90154
535,misc,^[A-Za-z]{6}[0-9]{2}[A-Za-z]{1}[0-9]{2}[A-Za-z]{1}[0-9]{3}[A-Za-z]{1}$,vtqCEd37w21Q672s
536,misc,^((0?[1-9])|((1|2)[0-9])|30|31)$,01
537,misc,^0[23489]{1}(\-)?[^0\D]{1}\d{6}$,049653113
538,misc,(\{\\f\d*)\\([^;]+;),{\f371368\P*gT 8m;
539,misc,"^([A-Z]{1,2}[0-9]{1,2}|[A-Z]{3}|[A-Z]{1,2}[0-9][A-Z])( |-)[0-9][A-Z]{2}",T0Z 7ZT
540,misc,^(F-)?((2[A|B])|[0-9]{2})[0-9]{3}$,2B420
541,misc,^([1-9]{2}|[0-9][1-9]|[1-9][0-9])[0-9]{3}$,08399
542,misc,(\d*)'*-*(\d*)/*(\d*)&quot;,7356'----------853031/////132281&quot;
543,misc,^(/w|/W|[^<>+?$%{}&])+$,/w]/W/W/W/w/wb'=
544,misc,@{2}((\S)+)@{2},@@yj@@
545,misc,^\d+\x20*([pP][xXtT])?$,6841051pT
546,misc,^[a-z]+[0-9]*[a-z]+$,r5gaja
547,misc,"^[\u0081-\uFFFF]{1,}$",́穭ȯ
548,misc,"^[AaWaKkNn][a-zA-Z]?[0-9][a-zA-Z]{1,3}$",nd4UF
549,misc,^\s*(((\d*\.?\d*[0-9]+\d*)|([0-9]+\d*\.\d*) )\s*[xX]\s*){2}((\d*\.?\d*[0-9]+\d*)|([0-9]+\d*\.\d*))\s*$,6801300920114999.748938435 		x	 5785693354585432.488489703 X	  432184.15777482900226938 
550,misc,"([A-Z&#228;&#246;&#252;0-9\/][^a-z\:\,\(\)]*[A-Z&#228;&#246;&#252;0-9])($|[\.\:\,\;\)\-\ \+]|s\b)","V T""/I "
551,misc,\b(\w+)\s+\1\b,hgOhgO
552,misc,"^[0-9]{4}\s{0,1}[a-zA-Z]{2}$",9765Bm
553,misc,"^(?!^(PRN|AUX|CLOCK\$|NUL|CON|COM\d|LPT\d|\..*)(\..+)?$)[^\x00-\x1f\\?*:\"";|/]+$",WzfQ
554,misc,"^((([sS][r-tR-Tx-zX-Z])\s*([sx-zSX-Z])?\s*([a-zA-Z]{2,3}))?\s*(\d\d)\s*-?\s*(\d{6,7}))$", 70   	-	  4890690
555,misc,"^(s-|S-){0,1}[0-9]{3}\s?[0-9]{2}$",13400
556,misc,"^(([+]\d{2}[ ][1-9]\d{0,2}[ ])|([0]\d{1,3}[-]))((\d{2}([ ]\d{2}){2})|(\d{3}([ ]\d{3})*([ ]\d{2})+))$",04-770 231 144 524 610 486 460 12
557,misc,"^((4\d{3})|(5[1-5]\d{2}))(-?|\040?)(\d{4}(-?|\040?)){3}|^(3[4,7]\d{2})(-?|\040?)\d{6}(-?|\040?)\d{5}",5286-5942-2420 7375
558,misc,(a|b|c).(a.b)*.b+.c,a!a=bahbatbJbbbbbNc
559,misc,^(([a-z])+.)+[A-Z]([a-z])+$,kvunskz%dnekljmouk{nfkhqbovqQckbbjklsk5tqr#u4ihoemdhfpKrahqmcrmz
560,misc,^[a-zA-Z_][a-zA-Z0-9_]*$,CnBHBsVCy
562,misc,(.*\.([wW][mM][aA])|([mM][pP][3])$),#/FU{Fo(W.WMA
563,misc,"^(.|\n){0,16}$",    
565,misc,^[^#]([^ ]+ ){6}[^ ]+$,9zzn~ WR }0 5-L -al$) SJ#?t40}  
566,misc,^[a-zA-Z][0-9][a-zA-Z]\s?[0-9][a-zA-Z][0-9]$,p0w0S8
567,misc,"^[a-zA-Z0-9]{1,20}$",NnMIw3Qh
568,misc,(NOT)?(\s*\(*)\s*(\w+)\s*(=|&lt;&gt;|&lt;|&gt;|LIKE|IN)\s*(\(([^\)]*)\)|'([^']*)'|(-?\d*\.?\d+))(\s*\)*\s*)(AND|OR)?,NOT((((((  		QxG8pMa6v3LIKE (<W^d)	 ))))))))	    OR
569,misc,(AUX|PRN|NUL|COM\d|LPT\d)+\s*$,NULNULAUXLPT7NULLPT5LPT2AUXAUX 
